"bgc_id"	"on_contig_edge"	"length_nt"	"gcf_id"	"orig_folder"	"orig_filename"
3424	0	50476	1649	GCA_044923475.1	CP137338.1.region010.gbk
3425	0	22677	912	GCA_044923475.1	CP137338.1.region011.gbk
3426	0	22479	353	GCA_044923475.1	CP137338.1.region012.gbk
3427	0	19992	389	GCA_045159875.1	CP067995.1.region001.gbk
3428	0	19286	269	GCA_045159875.1	CP067995.1.region002.gbk
3429	0	20813	21	GCA_045159875.1	CP067995.1.region003.gbk
3430	0	12209	33	GCA_045345185.1	CP149437.1.region001.gbk
3431	0	21391	123	GCA_045345185.1	CP149437.1.region002.gbk
3432	0	17009	322	GCA_045345185.1	CP149437.1.region003.gbk
3433	0	23357	107	GCA_045345185.1	CP149437.1.region004.gbk
3434	0	41128	1598	GCA_045345185.1	CP149437.1.region005.gbk
3435	0	20930	1089	GCA_045345185.1	CP149437.1.region006.gbk
3436	0	20607	389	GCA_046116335.1	CP076462.1.region001.gbk
3437	0	19758	269	GCA_046116335.1	CP076462.1.region002.gbk
3438	0	20822	21	GCA_046116335.1	CP076462.1.region003.gbk
3439	0	20094	262	GCA_046846445.1	CP129653.1.region001.gbk
3440	0	20502	310	GCA_046846445.1	CP129653.1.region002.gbk
3441	0	20816	768	GCA_046846445.1	CP129653.1.region003.gbk
3442	0	20094	262	GCA_046847935.1	CP129654.1.region001.gbk
3443	0	20502	310	GCA_046847935.1	CP129654.1.region002.gbk
3444	0	20816	768	GCA_046847935.1	CP129654.1.region003.gbk
3445	0	20094	262	GCA_046847945.1	CP129343.1.region001.gbk
3446	0	20502	310	GCA_046847945.1	CP129343.1.region002.gbk
3447	0	20816	768	GCA_046847945.1	CP129343.1.region003.gbk
3448	0	20094	262	GCA_046847955.1	CP129344.1.region001.gbk
3449	0	20502	310	GCA_046847955.1	CP129344.1.region002.gbk
3450	0	20816	768	GCA_046847955.1	CP129344.1.region003.gbk
3451	0	43824	1500	GCA_047275885.1	CP178454.1.region001.gbk
3452	0	47527	623	GCA_047275885.1	CP178454.1.region002.gbk
3453	0	16839	312	GCA_047275885.1	CP178454.1.region003.gbk
3454	0	41738	803	GCA_047275885.1	CP178454.1.region004.gbk
3455	0	42329	619	GCA_047275885.1	CP178454.1.region005.gbk
3456	0	51731	1735	GCA_047275885.1	CP178454.1.region006.gbk
3457	0	25948	1000	GCA_047275885.1	CP178454.1.region007.gbk
3458	0	45403	674	GCA_047275885.1	CP178454.1.region008.gbk
3459	0	78763	1789	GCA_047275885.1	CP178454.1.region009.gbk
3460	0	21947	146	GCA_047275885.1	CP178454.1.region010.gbk
3461	1	8590	64	GCA_047276495.1	CP178543.1.region001.gbk
3462	0	41900	1045	GCA_047276495.1	CP178543.1.region002.gbk
3463	0	43268	1503	GCA_047276495.1	CP178543.1.region003.gbk
3464	0	53361	1555	GCA_047276495.1	CP178543.1.region004.gbk
3465	0	22067	369	GCA_047276495.1	CP178543.1.region005.gbk
3466	0	145580	1872	GCA_047276495.1	CP178543.1.region006.gbk
3467	0	20903	119	GCA_047276495.1	CP178543.1.region007.gbk
3468	0	20327	826	GCA_047302725.1	CP138914.1.region001.gbk
3469	0	19243	897	GCA_047302725.1	CP138914.1.region002.gbk
3470	0	21284	456	GCA_047302725.1	CP138914.1.region003.gbk
3471	0	20417	897	GCA_047302735.1	CP138915.1.region001.gbk
3472	0	21209	408	GCA_047302735.1	CP138915.1.region002.gbk
3473	0	41095	1351	GCA_047302735.1	CP138915.1.region003.gbk
3474	0	20702	586	GCA_047302745.1	CP138919.1.region001.gbk
3475	0	20067	827	GCA_047302745.1	CP138919.1.region002.gbk
3476	0	20936	897	GCA_047302745.1	CP138919.1.region003.gbk
3477	0	19976	408	GCA_047302755.1	CP138924.1.region001.gbk
3478	0	41095	1389	GCA_047302755.1	CP138924.1.region002.gbk
3479	0	23712	1158	GCA_047302755.1	CP138924.1.region003.gbk
3480	0	23249	149	GCA_047302755.1	CP138924.1.region004.gbk
3481	0	20031	897	GCA_047302755.1	CP138924.1.region005.gbk
3482	0	20288	449	GCA_047302755.1	CP138924.1.region006.gbk
3483	0	21287	316	GCA_047302755.1	CP138924.1.region007.gbk
3484	0	20461	278	GCA_047302765.1	CP138925.1.region001.gbk
3485	0	19851	827	GCA_047302765.1	CP138925.1.region002.gbk
3486	0	20912	897	GCA_047302765.1	CP138925.1.region003.gbk
3487	0	20168	826	GCA_047302775.1	CP138927.1.region001.gbk
3488	0	20539	456	GCA_047302775.1	CP138927.1.region002.gbk
3489	0	20909	897	GCA_047302775.1	CP138927.1.region003.gbk
3490	0	19973	897	GCA_047302785.1	CP138928.1.region001.gbk
3491	0	21242	408	GCA_047302785.1	CP138928.1.region002.gbk
3492	0	41095	1361	GCA_047302785.1	CP138928.1.region003.gbk
3493	0	19283	897	GCA_047302795.1	CP138929.1.region001.gbk
3494	0	20572	456	GCA_047302795.1	CP138929.1.region002.gbk
3495	0	21212	826	GCA_047302795.1	CP138929.1.region003.gbk
3496	0	23712	1158	GCA_047302805.1	CP138930.1.region001.gbk
3497	0	23249	149	GCA_047302805.1	CP138930.1.region002.gbk
3498	0	20031	897	GCA_047302805.1	CP138930.1.region003.gbk
3499	0	20288	449	GCA_047302805.1	CP138930.1.region004.gbk
3500	0	20885	316	GCA_047302805.1	CP138930.1.region005.gbk
3501	0	41095	1389	GCA_047302805.1	CP138930.1.region006.gbk
3502	0	21200	408	GCA_047302805.1	CP138930.1.region007.gbk
3503	0	20539	456	GCA_047302855.1	CP138931.1.region001.gbk
3504	0	20168	826	GCA_047302855.1	CP138931.1.region002.gbk
3505	0	20909	897	GCA_047302855.1	CP138931.1.region003.gbk
3506	0	19976	408	GCA_047302865.1	CP138933.1.region001.gbk
3507	0	41095	1389	GCA_047302865.1	CP138933.1.region002.gbk
3508	0	20885	316	GCA_047302865.1	CP138933.1.region003.gbk
3509	0	18551	449	GCA_047302865.1	CP138933.1.region004.gbk
3510	0	20942	897	GCA_047302865.1	CP138933.1.region005.gbk
3511	0	23249	149	GCA_047302865.1	CP138933.1.region006.gbk
3512	0	23712	1158	GCA_047302865.1	CP138933.1.region007.gbk
3513	0	19278	897	GCA_047302875.1	CP138934.1.region001.gbk
3514	0	20539	456	GCA_047302875.1	CP138934.1.region002.gbk
3515	0	21212	826	GCA_047302875.1	CP138934.1.region003.gbk
3516	0	19699	897	GCA_047302905.1	CP138935.1.region001.gbk
3517	0	19851	827	GCA_047302905.1	CP138935.1.region002.gbk
3518	0	21287	278	GCA_047302905.1	CP138935.1.region003.gbk
3519	0	19699	897	GCA_047302975.1	CP138936.1.region001.gbk
3520	0	20461	278	GCA_047302975.1	CP138936.1.region002.gbk
3521	0	21197	827	GCA_047302975.1	CP138936.1.region003.gbk
3522	0	19976	408	GCA_047302985.1	CP138938.1.region001.gbk
3523	0	41095	1389	GCA_047302985.1	CP138938.1.region002.gbk
3524	0	20885	316	GCA_047302985.1	CP138938.1.region003.gbk
3525	0	18551	449	GCA_047302985.1	CP138938.1.region004.gbk
3526	0	20942	897	GCA_047302985.1	CP138938.1.region005.gbk
3527	0	23249	149	GCA_047302985.1	CP138938.1.region006.gbk
3528	0	23712	1158	GCA_047302985.1	CP138938.1.region007.gbk
3529	0	20773	316	GCA_047302995.1	CP138937.1.region001.gbk
3530	0	20029	897	GCA_047302995.1	CP138937.1.region002.gbk
3531	0	20303	416	GCA_047302995.1	CP138937.1.region003.gbk
3532	0	21200	408	GCA_047302995.1	CP138937.1.region004.gbk
3533	0	47338	926	GCA_047302995.1	CP138937.1.region005.gbk
3534	0	41095	1389	GCA_047302995.1	CP138937.1.region006.gbk
3535	0	23225	81	GCA_047302995.1	CP138937.1.region007.gbk
3536	0	20220	897	GCA_047303025.1	CP138939.1.region001.gbk
3537	0	23390	189	GCA_047303025.1	CP138939.1.region002.gbk
3538	0	41092	960	GCA_047303025.1	CP138939.1.region003.gbk
3539	0	21200	1062	GCA_047303025.1	CP138939.1.region004.gbk
3540	0	18797	408	GCA_047303035.1	CP138940.1.region001.gbk
3541	0	41098	1181	GCA_047303035.1	CP138940.1.region002.gbk
3542	0	20909	897	GCA_047303035.1	CP138940.1.region003.gbk
3543	0	19944	897	GCA_047303045.1	CP138941.1.region001.gbk
3544	0	21227	408	GCA_047303045.1	CP138941.1.region002.gbk
3545	0	23384	81	GCA_047303045.1	CP138941.1.region003.gbk
3546	0	23771	311	GCA_047303155.1	CP138943.1.region001.gbk
3547	0	20300	63	GCA_047303155.1	CP138943.1.region002.gbk
3548	0	19984	408	GCA_047303155.1	CP138943.1.region003.gbk
3549	0	41095	1389	GCA_047303155.1	CP138943.1.region004.gbk
3550	0	20844	316	GCA_047303155.1	CP138943.1.region005.gbk
3551	0	20942	897	GCA_047303155.1	CP138943.1.region006.gbk
3552	0	20892	316	GCA_047303165.1	CP138944.1.region001.gbk
3553	0	20025	897	GCA_047303165.1	CP138944.1.region002.gbk
3554	0	23225	59	GCA_047303165.1	CP138944.1.region003.gbk
3555	0	23712	1158	GCA_047303165.1	CP138944.1.region004.gbk
3556	0	21200	408	GCA_047303165.1	CP138944.1.region005.gbk
3557	0	41095	1389	GCA_047303165.1	CP138944.1.region006.gbk
3558	0	19593	897	GCA_047303175.1	CP138945.1.region001.gbk
3559	0	20420	278	GCA_047303175.1	CP138945.1.region002.gbk
3560	1	14211	171	GCA_047303175.1	CP138945.1.region003.gbk
3561	0	20843	316	GCA_047303345.1	CP138946.1.region001.gbk
3562	0	20025	897	GCA_047303345.1	CP138946.1.region002.gbk
3563	0	23225	59	GCA_047303345.1	CP138946.1.region003.gbk
3564	0	23712	1158	GCA_047303345.1	CP138946.1.region004.gbk
3565	0	21200	408	GCA_047303345.1	CP138946.1.region005.gbk
3566	0	41095	1389	GCA_047303345.1	CP138946.1.region006.gbk
3567	0	23789	128	GCA_047303415.1	CP138947.1.region001.gbk
3568	0	19969	408	GCA_047303415.1	CP138947.1.region002.gbk
3569	0	41095	1389	GCA_047303415.1	CP138947.1.region003.gbk
3570	0	20884	316	GCA_047303415.1	CP138947.1.region004.gbk
3571	0	20942	897	GCA_047303415.1	CP138947.1.region005.gbk
3572	0	23207	59	GCA_047303415.1	CP138947.1.region006.gbk
3573	0	19976	408	GCA_047303465.1	CP138948.1.region001.gbk
3574	0	41095	1389	GCA_047303465.1	CP138948.1.region002.gbk
3575	0	20885	316	GCA_047303465.1	CP138948.1.region003.gbk
3576	0	18551	449	GCA_047303465.1	CP138948.1.region004.gbk
3577	0	20942	897	GCA_047303465.1	CP138948.1.region005.gbk
3578	0	23249	149	GCA_047303465.1	CP138948.1.region006.gbk
3579	0	23712	1158	GCA_047303465.1	CP138948.1.region007.gbk
3580	0	19976	408	GCA_047303495.1	CP138949.1.region001.gbk
3581	0	41095	1389	GCA_047303495.1	CP138949.1.region002.gbk
3582	0	20885	316	GCA_047303495.1	CP138949.1.region003.gbk
3583	0	18551	449	GCA_047303495.1	CP138949.1.region004.gbk
3584	0	20942	897	GCA_047303495.1	CP138949.1.region005.gbk
3585	0	23249	149	GCA_047303495.1	CP138949.1.region006.gbk
3586	0	23712	1158	GCA_047303495.1	CP138949.1.region007.gbk
3587	0	20182	826	GCA_047303505.1	CP138952.1.region001.gbk
3588	0	20572	456	GCA_047303505.1	CP138952.1.region002.gbk
3589	0	20909	897	GCA_047303505.1	CP138952.1.region003.gbk
3590	0	20172	826	GCA_047303555.1	CP138950.1.region001.gbk
3591	0	20534	456	GCA_047303555.1	CP138950.1.region002.gbk
3592	0	20909	897	GCA_047303555.1	CP138950.1.region003.gbk
3593	0	19832	897	GCA_047304065.1	CP138954.1.region001.gbk
3594	0	41098	1181	GCA_047304065.1	CP138954.1.region002.gbk
3595	0	21245	408	GCA_047304065.1	CP138954.1.region003.gbk
3596	0	19920	408	GCA_047304175.1	CP138955.1.region001.gbk
3597	0	41098	1207	GCA_047304175.1	CP138955.1.region002.gbk
3598	0	20909	897	GCA_047304175.1	CP138955.1.region003.gbk
3599	0	20766	408	GCA_047304245.1	CP138956.1.region001.gbk
3600	0	20930	897	GCA_047304245.1	CP138956.1.region002.gbk
3601	0	19993	408	GCA_047304495.1	CP138957.1.region001.gbk
3602	0	41095	1389	GCA_047304495.1	CP138957.1.region002.gbk
3603	0	20897	316	GCA_047304495.1	CP138957.1.region003.gbk
3604	0	20942	897	GCA_047304495.1	CP138957.1.region004.gbk
3605	0	20844	316	GCA_047304505.1	CP138958.1.region001.gbk
3606	0	20034	897	GCA_047304505.1	CP138958.1.region002.gbk
3607	0	23771	311	GCA_047304505.1	CP138958.1.region003.gbk
3608	0	20300	63	GCA_047304505.1	CP138958.1.region004.gbk
3609	0	21200	408	GCA_047304505.1	CP138958.1.region005.gbk
3610	0	41095	1389	GCA_047304505.1	CP138958.1.region006.gbk
3611	0	19824	408	GCA_047304515.1	CP138959.1.region001.gbk
3612	0	41095	1389	GCA_047304515.1	CP138959.1.region002.gbk
3613	0	20261	7	GCA_047304515.1	CP138959.1.region003.gbk
3614	0	21170	316	GCA_047304515.1	CP138959.1.region004.gbk
3615	0	20942	897	GCA_047304515.1	CP138959.1.region005.gbk
3616	0	20169	826	GCA_047304525.1	CP138960.1.region001.gbk
3617	0	20531	456	GCA_047304525.1	CP138960.1.region002.gbk
3618	0	20909	897	GCA_047304525.1	CP138960.1.region003.gbk
3619	0	20169	826	GCA_047304535.1	CP138961.1.region001.gbk
3620	0	19289	897	GCA_047304535.1	CP138961.1.region002.gbk
3621	0	21284	456	GCA_047304535.1	CP138961.1.region003.gbk
3622	0	41098	1181	GCA_047304545.1	CP138962.1.region001.gbk
3623	0	18797	408	GCA_047304545.1	CP138962.1.region002.gbk
3624	0	20909	897	GCA_047304545.1	CP138962.1.region003.gbk
3625	0	19930	897	GCA_047304555.1	CP138963.1.region001.gbk
3626	0	21227	408	GCA_047304555.1	CP138963.1.region002.gbk
3627	0	19699	897	GCA_047304605.1	CP138964.1.region001.gbk
3628	0	20461	278	GCA_047304605.1	CP138964.1.region002.gbk
3629	1	21197	827	GCA_047304605.1	CP138964.1.region003.gbk
3630	0	20420	278	GCA_047304615.1	CP138965.1.region001.gbk
3631	0	19593	897	GCA_047304615.1	CP138965.1.region002.gbk
3632	0	21197	827	GCA_047304615.1	CP138965.1.region003.gbk
3633	0	19593	897	GCA_047304625.1	CP138966.1.region001.gbk
3634	0	20420	278	GCA_047304625.1	CP138966.1.region002.gbk
3635	0	21197	827	GCA_047304625.1	CP138966.1.region003.gbk
3636	0	19545	897	GCA_047304675.1	CP138967.1.region001.gbk
3637	0	20651	586	GCA_047304675.1	CP138967.1.region002.gbk
3638	0	21245	827	GCA_047304675.1	CP138967.1.region003.gbk
3639	0	20549	456	GCA_047304685.1	CP138968.1.region001.gbk
3640	0	19281	897	GCA_047304685.1	CP138968.1.region002.gbk
3641	0	21212	826	GCA_047304685.1	CP138968.1.region003.gbk
3642	0	18893	408	GCA_047304705.1	CP138969.1.region001.gbk
3643	0	20909	897	GCA_047304705.1	CP138969.1.region002.gbk
3644	0	18782	408	GCA_047304715.1	CP138970.1.region001.gbk
3645	0	20909	897	GCA_047304715.1	CP138970.1.region002.gbk
3646	0	41098	1181	GCA_047304715.1	CP138970.1.region003.gbk
3647	0	20147	897	GCA_047304725.1	CP138971.1.region001.gbk
3648	0	21275	408	GCA_047304725.1	CP138971.1.region002.gbk
3649	0	21029	36	GCA_047304725.1	CP138971.1.region003.gbk
3650	0	23712	1158	GCA_047304785.1	CP138972.1.region001.gbk
3651	0	23225	59	GCA_047304785.1	CP138972.1.region002.gbk
3652	0	20025	897	GCA_047304785.1	CP138972.1.region003.gbk
3653	0	20892	316	GCA_047304785.1	CP138972.1.region004.gbk
3654	0	41095	1389	GCA_047304785.1	CP138972.1.region005.gbk
3655	0	21200	408	GCA_047304785.1	CP138972.1.region006.gbk
3656	0	41095	1389	GCA_047304905.1	CP138973.1.region001.gbk
3657	0	19980	408	GCA_047304905.1	CP138973.1.region002.gbk
3658	0	20028	897	GCA_047304905.1	CP138973.1.region003.gbk
3659	0	21281	316	GCA_047304905.1	CP138973.1.region004.gbk
3660	0	19276	897	GCA_047305015.1	CP138974.1.region001.gbk
3661	0	20522	456	GCA_047305015.1	CP138974.1.region002.gbk
3662	0	21212	826	GCA_047305015.1	CP138974.1.region003.gbk
3663	0	20522	456	GCA_047305065.1	CP138975.1.region001.gbk
3664	0	20173	826	GCA_047305065.1	CP138975.1.region002.gbk
3665	0	20909	897	GCA_047305065.1	CP138975.1.region003.gbk
3666	0	20609	456	GCA_047305115.1	CP138976.1.region001.gbk
3667	0	19243	897	GCA_047305115.1	CP138976.1.region002.gbk
3668	0	21212	826	GCA_047305115.1	CP138976.1.region003.gbk
3669	0	20171	826	GCA_047305125.1	CP138977.1.region001.gbk
3670	0	19283	897	GCA_047305125.1	CP138977.1.region002.gbk
3671	0	21284	456	GCA_047305125.1	CP138977.1.region003.gbk
3672	0	20182	826	GCA_047305135.1	CP138978.1.region001.gbk
3673	0	20572	456	GCA_047305135.1	CP138978.1.region002.gbk
3674	0	20909	897	GCA_047305135.1	CP138978.1.region003.gbk
3675	0	20169	826	GCA_047305145.1	CP138979.1.region001.gbk
3676	0	19289	897	GCA_047305145.1	CP138979.1.region002.gbk
3677	0	21284	456	GCA_047305145.1	CP138979.1.region003.gbk
3678	0	20062	827	GCA_047305155.1	CP138980.1.region001.gbk
3679	0	19494	897	GCA_047305155.1	CP138980.1.region002.gbk
3680	0	21287	586	GCA_047305155.1	CP138980.1.region003.gbk
3681	0	20170	826	GCA_047305225.1	CP138981.1.region001.gbk
3682	0	20530	456	GCA_047305225.1	CP138981.1.region002.gbk
3683	0	20909	897	GCA_047305225.1	CP138981.1.region003.gbk
3684	0	13580	253	GCA_047305225.1	CP138981.1.region004.gbk
3685	0	20066	827	GCA_047305235.1	CP138983.1.region001.gbk
3686	0	19428	586	GCA_047305235.1	CP138983.1.region002.gbk
3687	0	20936	897	GCA_047305235.1	CP138983.1.region003.gbk
3688	0	20327	826	GCA_047497115.1	CP138922.1.region001.gbk
3689	0	20608	456	GCA_047497115.1	CP138922.1.region002.gbk
3690	0	20909	897	GCA_047497115.1	CP138922.1.region003.gbk
3691	0	20327	826	GCA_047497125.1	CP138923.1.region001.gbk
3692	0	20608	456	GCA_047497125.1	CP138923.1.region002.gbk
3693	0	20909	897	GCA_047497125.1	CP138923.1.region003.gbk
3694	0	21431	131	GCA_047497135.1	CP138942.1.region001.gbk
3695	0	41098	1093	GCA_047497135.1	CP138942.1.region002.gbk
3696	0	18995	408	GCA_047497135.1	CP138942.1.region003.gbk
3697	0	23384	59	GCA_047497135.1	CP138942.1.region004.gbk
3698	0	20909	897	GCA_047497135.1	CP138942.1.region005.gbk
3699	0	40047	697	GCA_047649235.1	CP180258.1.region001.gbk
3700	0	42037	1126	GCA_047649235.1	CP180258.1.region002.gbk
3701	0	13541	264	GCA_047649235.1	CP180258.1.region003.gbk
3702	0	43125	1145	GCA_047649235.1	CP180258.1.region004.gbk
3703	0	48897	1083	GCA_047649235.1	CP180258.1.region005.gbk
3704	0	18692	479	GCA_047649235.1	CP180258.1.region006.gbk
3705	0	18927	57	GCA_047649235.1	CP180258.1.region007.gbk
3706	0	23896	1001	GCA_047649235.1	CP180258.1.region008.gbk
3707	0	18934	92	GCA_047649235.1	CP180258.1.region009.gbk
3708	0	44017	1024	GCA_047649235.1	CP180258.1.region010.gbk
3709	0	21153	726	GCA_047649235.1	CP180258.1.region011.gbk
3710	0	20936	476	GCA_047649235.1	CP180258.1.region012.gbk
3711	0	38975	683	GCA_047649235.1	CP180258.1.region013.gbk
3712	0	41095	1070	GCA_047716785.1	CP180406.1.region001.gbk
3713	0	19526	408	GCA_047716785.1	CP180406.1.region002.gbk
3714	0	20909	897	GCA_047716785.1	CP180406.1.region003.gbk
3715	0	19674	897	GCA_047716805.1	CP180404.1.region001.gbk
3716	0	21254	922	GCA_047716805.1	CP180404.1.region002.gbk
3717	0	46201	1764	GCA_047716805.1	CP180404.1.region003.gbk
3718	0	41095	1361	GCA_047716815.1	CP180405.1.region001.gbk
3719	0	19526	408	GCA_047716815.1	CP180405.1.region002.gbk
3720	0	20909	897	GCA_047716815.1	CP180405.1.region003.gbk
3721	0	58326	1599	GCA_900009275.2	CZCZ02000002.1.region001.gbk
3722	1	48830	1264	GCA_900009275.2	LR812490.1.region001.gbk
3723	0	39971	1127	GCA_900009275.2	LR812490.1.region002.gbk
3724	0	89986	1827	GCA_900009275.2	LR812490.1.region003.gbk
3725	0	97861	1518	GCA_900009275.2	LR812491.1.region001.gbk
3726	0	33369	99	GCA_900009275.2	LR812491.1.region002.gbk
3727	0	20258	146	GCA_900009275.2	LR812491.1.region003.gbk
3728	0	17306	418	GCA_900009275.2	LR812491.1.region004.gbk
3729	0	20819	544	GCA_900009275.2	LR812491.1.region005.gbk
3730	0	41128	1457	GCA_900088535.1	LT578417.1.region001.gbk
3731	0	19760	844	GCA_900088535.1	LT578417.1.region002.gbk
3732	0	20966	897	GCA_900088535.1	LT578417.1.region003.gbk
3733	0	41158	1376	GCA_904830765.1	LR882934.1.region001.gbk
3734	0	20060	415	GCA_904830765.1	LR882934.1.region002.gbk
3735	0	19305	418	GCA_904830765.1	LR882934.1.region003.gbk
3736	0	21992	146	GCA_904830765.1	LR882934.1.region004.gbk
3737	0	32544	99	GCA_904830765.1	LR882934.1.region005.gbk
3738	0	15957	775	GCA_904830765.1	LR882934.1.region006.gbk
3739	0	91190	1827	GCA_904830765.1	LR882934.1.region007.gbk
3740	0	56495	1264	GCA_904830765.1	LR882934.1.region008.gbk
3741	0	94366	1518	GCA_904830765.1	LR882934.1.region009.gbk
3742	1	58128	1623	GCA_904830765.1	LR882937.1.region001.gbk
3743	0	62253	1380	GCA_904830775.1	LR882938.1.region001.gbk
3744	0	20147	734	GCA_904830775.1	LR882938.1.region002.gbk
3745	0	97570	1430	GCA_904830775.1	LR882938.1.region003.gbk
3746	0	41158	1376	GCA_904830775.1	LR882938.1.region004.gbk
3747	0	20332	52	GCA_904830775.1	LR882938.1.region005.gbk
3748	0	19304	418	GCA_904830775.1	LR882938.1.region006.gbk
3749	0	21992	146	GCA_904830775.1	LR882938.1.region007.gbk
3750	0	35260	99	GCA_904830775.1	LR882938.1.region008.gbk
3751	1	22415	1213	GCA_904830775.1	LR882940.1.region001.gbk
3752	0	56939	1537	GCA_904830785.1	CAJGUU010000001.1.region001.gbk
3753	0	20460	146	GCA_904830785.1	LR882941.1.region001.gbk
3754	0	16937	418	GCA_904830785.1	LR882941.1.region002.gbk
3755	0	20819	245	GCA_904830785.1	LR882941.1.region003.gbk
3756	0	87454	1827	GCA_904830785.1	LR882941.1.region004.gbk
3757	0	43241	1127	GCA_904830785.1	LR882941.1.region005.gbk
3758	0	55809	1264	GCA_904830785.1	LR882941.1.region006.gbk
3759	0	98967	1518	GCA_904830785.1	LR882941.1.region007.gbk
3760	0	28930	99	GCA_904830785.1	LR882941.1.region008.gbk
3761	0	62169	1264	GCA_904830845.1	LR882944.1.region001.gbk
3762	0	20626	734	GCA_904830845.1	LR882944.1.region002.gbk
3763	0	99211	1430	GCA_904830845.1	LR882944.1.region003.gbk
3764	0	19305	418	GCA_904830845.1	LR882944.1.region004.gbk
3765	0	20189	245	GCA_904830845.1	LR882944.1.region005.gbk
3766	0	21950	146	GCA_904830845.1	LR882944.1.region006.gbk
3767	0	33024	99	GCA_904830845.1	LR882944.1.region007.gbk
3768	0	61402	1380	GCA_904830855.1	LR882963.1.region001.gbk
3769	0	20147	734	GCA_904830855.1	LR882963.1.region002.gbk
3770	0	99576	1430	GCA_904830855.1	LR882963.1.region003.gbk
3771	0	41158	1376	GCA_904830855.1	LR882963.1.region004.gbk
3772	0	20103	544	GCA_904830855.1	LR882963.1.region005.gbk
3773	0	19304	418	GCA_904830855.1	LR882963.1.region006.gbk
3774	0	21992	146	GCA_904830855.1	LR882963.1.region007.gbk
3775	0	34753	99	GCA_904830855.1	LR882963.1.region008.gbk
3776	0	56982	1506	GCA_904830855.1	LR882964.1.region001.gbk
3777	0	56858	1537	GCA_904830855.1	LR882966.1.region001.gbk
3778	1	25166	1436	GCA_904830885.1	CAJGUZ010000001.1.region001.gbk
3779	1	38261	1623	GCA_904830885.1	CAJGUZ010000001.1.region002.gbk
3780	0	62531	1380	GCA_904830885.1	LR882969.1.region001.gbk
3781	0	95125	1518	GCA_904830885.1	LR882969.1.region002.gbk
3782	0	41158	1376	GCA_904830885.1	LR882969.1.region003.gbk
3783	0	19989	245	GCA_904830885.1	LR882969.1.region004.gbk
3784	0	19305	418	GCA_904830885.1	LR882969.1.region005.gbk
3785	0	21992	146	GCA_904830885.1	LR882969.1.region006.gbk
3786	0	31437	99	GCA_904830885.1	LR882969.1.region007.gbk
3787	0	19834	544	GCA_904830895.1	LR882958.1.region001.gbk
3788	0	17306	418	GCA_904830895.1	LR882958.1.region002.gbk
3789	0	21992	146	GCA_904830895.1	LR882958.1.region003.gbk
3790	0	33370	99	GCA_904830895.1	LR882958.1.region004.gbk
3791	0	99353	1518	GCA_904830895.1	LR882958.1.region005.gbk
3792	0	58976	1264	GCA_904830895.1	LR882958.1.region006.gbk
3793	0	40130	1127	GCA_904830895.1	LR882958.1.region007.gbk
3794	0	89986	1827	GCA_904830895.1	LR882958.1.region008.gbk
3795	1	42782	1599	GCA_904830895.1	LR882959.1.region001.gbk
3796	0	57165	1264	GCA_904830915.1	LR882950.1.region001.gbk
3797	0	20153	734	GCA_904830915.1	LR882950.1.region002.gbk
3798	0	70288	1430	GCA_904830915.1	LR882950.1.region003.gbk
3799	0	19344	418	GCA_904830915.1	LR882950.1.region004.gbk
3800	0	20364	122	GCA_904830915.1	LR882950.1.region005.gbk
3801	0	41158	1376	GCA_904830915.1	LR882950.1.region006.gbk
3802	0	21950	146	GCA_904830915.1	LR882950.1.region007.gbk
3803	0	32899	99	GCA_904830915.1	LR882950.1.region008.gbk
3804	0	56644	1537	GCA_904830915.1	LR882951.1.region001.gbk
3805	0	19637	198	GCA_904830925.1	LR882967.1.region001.gbk
3806	0	41878	783	GCA_904830925.1	LR882967.1.region002.gbk
3807	0	63641	1756	GCA_904830925.1	LR882967.1.region003.gbk
3808	0	18620	510	GCA_904830925.1	LR882967.1.region004.gbk
3809	0	54791	1657	GCA_904830925.1	LR882967.1.region005.gbk
3810	0	44254	1164	GCA_904830925.1	LR882967.1.region006.gbk
3811	0	44113	1513	GCA_904830925.1	LR882967.1.region007.gbk
3812	0	54984	1547	GCA_904830925.1	LR882967.1.region008.gbk
3813	0	20462	461	GCA_904830925.1	LR882967.1.region009.gbk
3814	0	41122	1451	GCA_904830925.1	LR882967.1.region010.gbk
3815	0	20900	450	GCA_904830925.1	LR882967.1.region011.gbk
3816	0	19486	378	GCA_904830935.1	LR882952.1.region001.gbk
3817	0	19305	418	GCA_904830935.1	LR882952.1.region002.gbk
3818	0	21950	146	GCA_904830935.1	LR882952.1.region003.gbk
3819	0	30891	99	GCA_904830935.1	LR882952.1.region004.gbk
3820	0	56798	1264	GCA_904830935.1	LR882952.1.region005.gbk
3821	0	70225	1430	GCA_904830935.1	LR882952.1.region006.gbk
3822	1	15761	1537	GCA_904830935.1	LR882953.1.region001.gbk
3823	0	51278	893	GCA_904830945.1	LR882949.1.region001.gbk
3824	0	32223	99	GCA_904830945.1	LR882949.1.region002.gbk
3825	0	19318	146	GCA_904830945.1	LR882949.1.region003.gbk
3826	0	19697	12	GCA_904830945.1	LR882949.1.region004.gbk
3827	0	20900	418	GCA_904830945.1	LR882949.1.region005.gbk
3828	0	96128	1518	GCA_904830945.1	LR882949.1.region006.gbk
3829	0	53459	1264	GCA_904830945.1	LR882949.1.region007.gbk
