Assembly Accession	Assembly Level	Organism Taxonomic ID
GCF_032120055.1	Scaffold	3062382
GCA_032120055.1	Scaffold	3062382
GCF_015708255.1	Scaffold	2789715
GCA_015708255.1	Scaffold	2789715
GCF_024320855.1	Scaffold	2950590
GCA_024320855.1	Scaffold	2950590
GCA_003609755.1	Complete Genome	282423
GCF_000710505.1	Chromosome	388467
GCA_000710505.1	Chromosome	388467
GCF_000464665.1	Scaffold	329553
GCF_963864265.1	Scaffold	329553
GCA_000464665.1	Scaffold	329553
GCA_963864265.1	Scaffold	329553
GCF_000464725.1	Scaffold	213631
GCF_963863775.1	Scaffold	213631
GCA_000464725.1	Scaffold	213631
GCA_963863775.1	Scaffold	213631
GCF_000464825.1	Scaffold	329545
GCF_963863855.1	Scaffold	329545
GCA_000464825.1	Scaffold	329545
GCA_963863855.1	Scaffold	329545
GCF_031631805.1	Contig	3043834
GCA_031631805.1	Contig	3043834
GCF_032116315.1	Scaffold	3062379
GCA_032116315.1	Scaffold	3062379
GCF_034931525.1	Scaffold	3110302
GCA_034931525.1	Scaffold	3110302
GCF_015207485.1	Contig	1828728
GCA_015207485.1	Contig	1828728
GCF_000464745.1	Scaffold	545630
GCA_000464745.1	Scaffold	545630
GCA_963864085.1	Scaffold	545630
GCF_900009265.2	Scaffold	671071
GCA_900009265.2	Scaffold	671071
GCF_000464765.1	Scaffold	545626
GCA_000464765.1	Scaffold	545626
GCF_000464805.1	Scaffold	1255359
GCA_000464805.1	Scaffold	1255359
GCA_963864145.1	Scaffold	1255359
GCF_000464845.1	Scaffold	329562
GCA_000464845.1	Scaffold	329562
GCF_904830925.1	Complete Genome	132604
GCA_904830925.1	Complete Genome	132604
GCA_904830785.1	Chromosome	59512
GCA_937024135.1	Chromosome	59512
GCA_945862775.1	Contig	59512
GCF_900009275.2	Chromosome	329571
GCA_900009275.2	Chromosome	329571
GCA_904830895.1	Complete Genome	329571
GCF_000464785.1	Scaffold	1255374
GCA_000464785.1	Scaffold	1255374
GCA_038154845.1	Scaffold	3342773
GCA_038154825.1	Scaffold	3342774
GCA_038154805.1	Scaffold	3342775
GCF_900010725.2	Scaffold	671068
GCA_900010725.2	Scaffold	671068
GCF_046067725.1	Contig	3088171
GCF_046067765.1	Contig	3088171
GCF_046067785.1	Contig	3088171
GCF_046067825.1	Contig	3088171
GCF_046067845.1	Contig	3088171
GCF_046067945.1	Contig	3088171
GCF_046067965.1	Contig	3088171
GCF_046068045.1	Contig	3088171
GCF_046068125.1	Contig	3088171
GCF_046068165.1	Contig	3088171
GCF_046068205.1	Contig	3088171
GCF_046068225.1	Contig	3088171
GCF_046068265.1	Contig	3088171
GCA_036703195.1	Contig	3088171
GCA_044238405.1	Contig	3088171
GCA_046067725.1	Contig	3088171
GCA_046067765.1	Contig	3088171
GCA_046067785.1	Contig	3088171
GCA_046067825.1	Contig	3088171
GCA_046067845.1	Contig	3088171
GCA_046067905.1	Contig	3088171
GCA_046067945.1	Contig	3088171
GCA_046067965.1	Contig	3088171
GCA_046068045.1	Contig	3088171
GCA_046068065.1	Contig	3088171
GCA_046068085.1	Contig	3088171
GCA_046068125.1	Contig	3088171
GCA_046068165.1	Contig	3088171
GCA_046068205.1	Contig	3088171
GCA_046068225.1	Contig	3088171
GCA_046068265.1	Contig	3088171
GCA_020048835.1	Scaffold	2856834
GCF_014748295.1	Contig	2692854
GCA_014748295.1	Contig	2692854
GCF_014697575.1	Contig	2692855
GCA_014697575.1	Contig	2692855
GCA_035193785.1	Complete Genome	3078749
GCF_900009135.1	Scaffold	1729650
GCF_963898545.1	Scaffold	1729650
GCA_900009135.2	Scaffold	1729650
GCA_963898545.1	Scaffold	1729650
GCA_003505475.1	Scaffold	2055760
GCA_003456035.1	Scaffold	2055759
GCA_003456115.1	Scaffold	2055758
GCF_904830955.1	Chromosome	1678309
GCA_904830955.1	Chromosome	1678309
GCF_900009145.1	Scaffold	671072
GCA_900009145.1	Scaffold	671072
GCA_019359165.1	Contig	1601948
GCF_015207665.1	Contig	945769
GCA_015207665.1	Contig	945769
GCF_025753815.1	Scaffold	2986073
GCA_025753815.1	Scaffold	2986073
GCA_019359125.1	Contig	2839663
GCA_019359095.1	Contig	2839664
GCA_041747895.1	Contig	44475
GCF_003003995.1	Scaffold	2107688
GCA_003003995.1	Scaffold	2107688
GCA_012033675.1	Contig	2720401
GCF_963665995.1	Complete Genome	3040204
GCA_963665995.1	Complete Genome	3040204
GCA_020693085.1	Scaffold	2872245
GCA_030064975.1	Contig	3036785
GCA_030064795.1	Contig	3036786
GCF_000332195.1	Scaffold	118161
GCA_000332195.1	Scaffold	118161
GCF_000317025.1	Complete Genome	118163
GCA_000317025.1	Complete Genome	118163
GCA_012030945.1	Contig	2720476
GCA_012030825.1	Scaffold	2720480
GCA_015207585.1	Scaffold	1828827
GCA_015207195.1	Contig	1828828
GCA_042408245.1	Contig	3100419
GCA_030065265.1	Contig	2692183
GCA_030065755.1	Contig	2692183
GCA_040374635.1	Contig	2692183
GCA_040376355.1	Contig	2692183
GCA_040376415.1	Contig	2692183
GCA_040377855.1	Contig	2692183
GCA_040380085.1	Contig	2692183
GCA_040382015.1	Contig	2692183
GCA_040383585.1	Contig	2692183
GCA_028281945.1	Contig	2969216
GCA_037916815.1	Contig	3080548
GCA_040399185.1	Scaffold	3080548
GCA_040399225.1	Scaffold	3080548
GCA_040399265.1	Scaffold	3080548
GCA_040399285.1	Scaffold	3080548
GCA_040399325.1	Scaffold	3080548
GCA_040399545.1	Scaffold	3080548
GCA_044235095.1	Contig	3080548
GCA_044236165.1	Contig	3080548
GCA_044236175.1	Contig	3080548
GCA_044237685.1	Contig	3080548
GCA_044238185.1	Contig	3080548
GCA_044337645.1	Contig	3080548
GCA_044345095.1	Contig	3080548
GCA_044347105.1	Contig	3080548
GCA_044347355.1	Contig	3080548
GCA_044352535.1	Contig	3080548
GCA_044352755.1	Contig	3080548
GCA_044352815.1	Contig	3080548
GCA_044356375.1	Contig	3080548
GCA_044356735.1	Contig	3080548
GCA_044358695.1	Contig	3080548
GCA_044374745.1	Contig	3080548
GCA_044374795.1	Contig	3080548
GCA_044375975.1	Contig	3080548
GCA_044376175.1	Contig	3080548
GCA_044376495.1	Contig	3080548
GCA_044378515.1	Contig	3080548
GCA_045562815.1	Contig	3080548
GCA_046096245.1	Contig	3080548
GCA_046484965.1	Contig	3080548
GCA_046498125.1	Contig	3080548
GCA_964202205.1	Contig	3080548
GCA_964203255.1	Contig	3080548
GCA_964203465.1	Contig	3080548
GCA_035441365.1	Contig	3023475
GCA_036823675.1	Scaffold	2952980
GCA_030742775.1	Scaffold	3042811
GCA_030742835.1	Scaffold	3042812
GCA_030741155.1	Contig	3042813
GCA_030741055.1	Scaffold	3042814
GCA_030740955.1	Scaffold	3042815
GCA_030747425.1	Scaffold	3042809
GCA_030747375.1	Contig	3042810
GCA_030740755.1	Scaffold	3042816
GCA_030751615.1	Scaffold	3042817
GCA_036011585.1	Contig	3042818
GCA_036012625.1	Contig	3042819
GCA_036013085.1	Contig	3042820
GCA_032121835.1	Scaffold	3032633
GCA_032121775.1	Scaffold	3032634
GCA_034374385.1	Contig	3042821
GCA_029935395.1	Scaffold	2979217
GCA_022826535.1	Contig	2881434
GCA_022826155.1	Contig	2881438
GCA_022825955.1	Contig	2881439
GCA_022822925.1	Contig	2881437
GCA_022822825.1	Contig	2881432
GCA_022824125.1	Contig	2881433
GCA_022824035.1	Contig	2881431
GCA_022821705.1	Contig	2881435
GCA_022821605.1	Contig	2881436
GCA_030731255.1	Scaffold	2968067
GCA_022820765.1	Contig	2881442
GCA_022820055.1	Contig	2881440
GCA_022823805.1	Contig	2881441
GCA_022827745.1	Contig	2881443
GCA_032119055.1	Scaffold	3032628
GCA_032119115.1	Scaffold	3032626
GCA_032119035.1	Scaffold	3032627
GCA_032118975.1	Scaffold	3032631
GCA_032110685.1	Scaffold	3032629
GCA_032119015.1	Scaffold	3032630
GCA_032110665.1	Scaffold	3032632
GCF_001180245.1	Contig	1219
GCF_001180265.1	Contig	1219
GCF_001180285.1	Contig	1219
GCF_001180305.1	Contig	1219
GCF_001180325.1	Contig	1219
GCA_001180245.1	Contig	1219
GCA_001180265.1	Contig	1219
GCA_001180285.1	Contig	1219
GCA_001180305.1	Contig	1219
GCA_001180325.1	Contig	1219
GCA_005787545.1	Contig	1219
GCA_005789585.1	Contig	1219
GCA_042093955.1	Scaffold	1219
GCA_042094975.1	Scaffold	1219
GCA_045565895.1	Contig	1219
GCA_047284705.1	Scaffold	1219
GCA_047284805.1	Scaffold	1219
GCA_047284855.1	Scaffold	1219
GCA_047284865.1	Scaffold	1219
GCA_047284905.1	Contig	1219
GCA_047285005.1	Scaffold	1219
GCA_047285025.1	Scaffold	1219
GCA_047285035.1	Contig	1219
GCA_047285065.1	Contig	1219
GCA_047285075.1	Contig	1219
GCA_047285105.1	Scaffold	1219
GCA_047285125.1	Scaffold	1219
GCA_047285145.1	Scaffold	1219
GCA_047285165.1	Scaffold	1219
GCA_047285275.1	Contig	1219
GCA_047285375.1	Scaffold	1219
GCA_047285415.1	Scaffold	1219
GCA_047285425.1	Contig	1219
GCA_047285465.1	Contig	1219
GCA_047285485.1	Contig	1219
GCA_047285495.1	Contig	1219
GCA_047285645.1	Contig	1219
GCA_047285665.1	Scaffold	1219
GCA_047285705.1	Contig	1219
GCA_047285725.1	Scaffold	1219
GCA_047285765.1	Scaffold	1219
GCA_047285785.1	Contig	1219
GCA_047285905.1	Scaffold	1219
GCA_047285925.1	Scaffold	1219
GCA_047285965.1	Scaffold	1219
GCA_047286065.1	Scaffold	1219
GCA_047286145.1	Contig	1219
GCA_047286165.1	Scaffold	1219
GCA_047286185.1	Scaffold	1219
GCA_047286305.1	Scaffold	1219
GCA_047286325.1	Scaffold	1219
GCA_047286365.1	Scaffold	1219
GCA_047286385.1	Contig	1219
GCA_047286405.1	Scaffold	1219
GCA_047286425.1	Scaffold	1219
GCA_047286445.1	Contig	1219
GCA_047286465.1	Scaffold	1219
GCA_047286505.1	Scaffold	1219
GCA_047286545.1	Scaffold	1219
GCA_047286585.1	Contig	1219
GCA_047286595.1	Scaffold	1219
GCA_047286625.1	Scaffold	1219
GCA_047286645.1	Contig	1219
GCA_047286665.1	Scaffold	1219
GCA_047286685.1	Contig	1219
GCA_047286705.1	Scaffold	1219
GCA_047286725.1	Scaffold	1219
GCA_047286745.1	Scaffold	1219
GCA_047286765.1	Scaffold	1219
GCA_047286785.1	Scaffold	1219
GCF_000218705.1	Scaffold	1041938
GCA_000218705.1	Scaffold	1041938
GCF_000218745.1	Scaffold	1041939
GCA_000218745.1	Scaffold	1041939
GCF_017696015.1	Contig	2716486
GCA_017696015.1	Contig	2716486
GCF_017695965.1	Contig	2716487
GCA_017695965.1	Contig	2716487
GCF_017695975.1	Contig	2716488
GCA_017695975.1	Contig	2716488
GCA_017644465.2	Scaffold	2774503
GCA_017644485.1	Contig	2774504
GCA_017644445.2	Contig	2774505
GCA_017644425.1	Contig	2774506
GCA_017644405.1	Contig	2774507
GCA_017644375.1	Contig	2774508
GCA_017644345.2	Scaffold	2774509
GCA_017644365.2	Contig	2774510
GCA_017644325.1	Contig	2774511
GCA_017644295.2	Scaffold	2774512
GCA_027251025.1	Contig	2998489
GCF_000015645.1	Complete Genome	146891
GCA_000015645.1	Complete Genome	146891
GCF_000759875.1	Contig	190047
GCA_000759875.1	Contig	190047
GCF_000759885.1	Contig	59925
GCF_047302875.1	Complete Genome	59925
GCA_000759885.1	Contig	59925
GCA_047302875.1	Complete Genome	59925
GCF_000760155.1	Contig	167556
GCF_047302905.1	Complete Genome	167556
GCA_000760155.1	Contig	167556
GCA_047302905.1	Complete Genome	167556
GCF_027359595.1	Complete Genome	1570009
GCA_027359595.1	Complete Genome	1570009
GCF_027359525.1	Complete Genome	1570010
GCA_027359525.1	Complete Genome	1570010
GCF_027359475.1	Complete Genome	1570012
GCA_027359475.1	Complete Genome	1570012
GCF_027359575.1	Complete Genome	1570014
GCA_027359575.1	Complete Genome	1570014
GCF_027359415.1	Complete Genome	3014997
GCA_027359415.1	Complete Genome	3014997
GCF_027359375.1	Complete Genome	3014998
GCA_027359375.1	Complete Genome	3014998
GCF_047302745.1	Complete Genome	1570015
GCA_047302745.1	Complete Genome	1570015
GCF_027359395.1	Complete Genome	3014999
GCA_027359395.1	Complete Genome	3014999
GCF_027359355.1	Complete Genome	3015000
GCA_027359355.1	Complete Genome	3015000
GCF_001632005.1	Contig	1801621
GCA_001632005.1	Contig	1801621
GCF_001632065.1	Contig	1801624
GCA_001632065.1	Contig	1801624
GCF_001632045.1	Contig	1801622
GCA_001632045.1	Contig	1801622
GCF_001632075.1	Contig	1801623
GCA_001632075.1	Contig	1801623
GCF_001632025.1	Contig	1801625
GCA_001632025.1	Contig	1801625
GCF_001632125.1	Contig	1801626
GCA_001632125.1	Contig	1801626
GCF_001632145.1	Contig	1801627
GCA_001632145.1	Contig	1801627
GCF_000759855.1	Contig	59921
GCF_047302795.1	Complete Genome	59921
GCA_000759855.1	Contig	59921
GCA_047302795.1	Complete Genome	59921
GCF_000759865.1	Contig	167544
GCA_000759865.1	Contig	167544
GCF_000759935.1	Contig	167545
GCA_000759935.1	Contig	167545
GCF_000759955.1	Contig	93057
GCF_047305125.1	Complete Genome	93057
GCA_000759955.1	Contig	93057
GCA_047305125.1	Complete Genome	93057
GCF_000158595.1	Scaffold	93058
GCA_000158595.1	Scaffold	93058
GCF_000018585.1	Chromosome	93059
GCA_000018585.1	Chromosome	93059
GCF_000018065.1	Complete Genome	93060
GCA_000018065.1	Complete Genome	93060
GCA_949486985.1	Contig	93060
GCF_000015965.1	Complete Genome	167546
GCA_000015965.1	Complete Genome	167546
GCF_000759975.1	Contig	74545
GCF_047947085.1	Complete Genome	74545
GCA_000759975.1	Contig	74545
GCA_047947085.1	Complete Genome	74545
GCF_000015705.1	Complete Genome	59922
GCA_000015705.1	Complete Genome	59922
GCA_047302995.1	Complete Genome	59922
GCF_000760015.1	Contig	167547
GCA_000760015.1	Contig	167547
GCF_000012645.1	Complete Genome	74546
GCA_000012645.1	Complete Genome	74546
GCF_000011485.1	Complete Genome	74547
GCA_000011485.1	Complete Genome	74547
GCA_949511955.1	Contig	74547
GCF_000760035.1	Contig	167548
GCA_000760035.1	Contig	167548
GCF_000760055.1	Contig	167549
GCA_000760055.1	Contig	167549
GCF_000760075.1	Contig	167550
GCA_000760075.1	Contig	167550
GCF_000760095.1	Contig	167551
GCA_000760095.1	Contig	167551
GCF_000015665.1	Complete Genome	167542
GCA_000015665.1	Complete Genome	167542
GCF_019325055.1	Contig	2053467
GCA_019325055.1	Contig	2053467
GCF_019325065.1	Contig	2053468
GCA_019325065.1	Contig	2053468
GCF_019325015.1	Contig	2053469
GCA_019325015.1	Contig	2053469
GCF_019325005.1	Contig	2053470
GCA_019325005.1	Contig	2053470
GCF_019324945.1	Contig	2053471
GCA_019324945.1	Contig	2053471
GCF_019324955.1	Contig	2053472
GCA_019324955.1	Contig	2053472
GCF_019324985.1	Contig	2053473
GCA_019324985.1	Contig	2053473
GCF_019324925.1	Contig	2053474
GCA_019324925.1	Contig	2053474
GCF_019324905.1	Contig	2053475
GCA_019324905.1	Contig	2053475
GCF_019324885.1	Contig	2053476
GCA_019324885.1	Contig	2053476
GCF_019324835.1	Contig	2053477
GCA_019324835.1	Contig	2053477
GCF_019324845.1	Contig	2053478
GCA_019324845.1	Contig	2053478
GCF_000015685.1	Complete Genome	167555
GCA_000015685.1	Complete Genome	167555
GCF_000012465.1	Complete Genome	59920
GCA_000012465.1	Complete Genome	59920
GCF_000760235.1	Contig	59924
GCF_047304675.1	Complete Genome	59924
GCA_000760235.1	Contig	59924
GCA_047304675.1	Complete Genome	59924
GCF_000760115.1	Contig	59926
GCF_047305225.1	Complete Genome	59926
GCA_000760115.1	Contig	59926
GCA_047305225.1	Complete Genome	59926
GCF_000760255.1	Contig	167552
GCF_047302765.1	Complete Genome	167552
GCA_000760255.1	Contig	167552
GCA_047302765.1	Complete Genome	167552
GCF_000760275.1	Contig	167553
GCF_047304605.1	Complete Genome	167553
GCA_000760275.1	Contig	167553
GCA_047304605.1	Complete Genome	167553
GCF_000760355.1	Contig	167554
GCF_047302855.1	Complete Genome	167554
GCA_000760355.1	Contig	167554
GCA_047302855.1	Complete Genome	167554
GCF_002812945.1	Contig	2052594
GCF_017696245.1	Contig	2052594
GCA_002812945.1	Contig	2052594
GCA_017696245.1	Contig	2052594
GCF_019325115.1	Contig	2054183
GCA_019325115.1	Contig	2054183
GCF_019325045.1	Contig	2053971
GCA_019325045.1	Contig	2053971
GCF_019325105.1	Contig	2054182
GCA_019325105.1	Contig	2054182
GCF_000007925.1	Complete Genome	167539
GCA_000007925.1	Complete Genome	167539
GCA_045565875.1	Contig	142479
GCF_000011465.1	Complete Genome	59919
GCF_047497115.1	Complete Genome	59919
GCF_047497125.1	Complete Genome	59919
GCA_000011465.1	Complete Genome	59919
GCA_047497115.1	Complete Genome	59919
GCA_047497125.1	Complete Genome	59919
GCF_017696205.1	Contig	2716478
GCA_017696205.1	Contig	2716478
GCF_003208065.1	Contig	2213229
GCA_003208065.1	Contig	2213229
GCF_017696175.1	Contig	2716479
GCA_017696175.1	Contig	2716479
GCF_017696275.1	Scaffold	2716480
GCA_017696275.1	Scaffold	2716480
GCF_017696055.1	Contig	2716481
GCA_017696055.1	Contig	2716481
GCF_003208055.1	Contig	2213228
GCA_003208055.1	Contig	2213228
GCF_017696085.1	Scaffold	2716482
GCA_017696085.1	Scaffold	2716482
GCF_017696075.1	Contig	2716483
GCA_017696075.1	Contig	2716483
GCF_017696315.1	Scaffold	2716484
GCA_017696315.1	Scaffold	2716484
GCF_017696035.1	Contig	2716485
GCA_017696035.1	Contig	2716485
GCF_017695955.1	Contig	2716489
GCA_017695955.1	Contig	2716489
GCA_017644685.2	Scaffold	2774493
GCA_017644645.1	Scaffold	2774494
GCA_017644665.1	Contig	2774495
GCA_017644615.2	Scaffold	2774496
GCA_017644605.2	Contig	2774497
GCA_017644555.2	Contig	2774498
GCA_017644545.2	Scaffold	2774499
GCA_017644585.2	Contig	2774500
GCA_017644525.1	Contig	2774501
GCA_017644495.2	Scaffold	2774502
GCA_019649475.1	Contig	1220
GCA_019651555.1	Contig	1220
GCA_024228965.1	Contig	1220
GCA_036012825.1	Contig	1220
GCA_045400275.1	Scaffold	1220
GCA_045400285.1	Scaffold	1220
GCA_045400295.1	Scaffold	1220
GCA_045400355.1	Scaffold	1220
GCA_045400365.1	Scaffold	1220
GCA_045400465.1	Contig	1220
GCA_045400475.1	Scaffold	1220
GCA_045400485.1	Scaffold	1220
GCA_045400555.1	Scaffold	1220
GCA_045400615.1	Contig	1220
GCA_045400675.1	Scaffold	1220
GCA_045400705.1	Scaffold	1220
GCA_045400745.1	Scaffold	1220
GCA_045400755.1	Scaffold	1220
GCA_045400795.1	Contig	1220
GCA_045400935.1	Scaffold	1220
GCA_045400945.1	Scaffold	1220
GCA_045400985.1	Scaffold	1220
GCA_045401015.1	Contig	1220
GCA_045401095.1	Scaffold	1220
GCA_045401105.1	Scaffold	1220
GCA_045401125.1	Scaffold	1220
GCA_045401225.1	Scaffold	1220
GCA_045401265.1	Scaffold	1220
GCA_045401275.1	Scaffold	1220
GCA_045401285.1	Scaffold	1220
GCA_045401325.1	Scaffold	1220
GCA_045401345.1	Scaffold	1220
GCA_045401355.1	Scaffold	1220
GCA_045401365.1	Scaffold	1220
GCA_045401385.1	Scaffold	1220
GCA_045401425.1	Scaffold	1220
GCA_045401445.1	Scaffold	1220
GCA_045401455.1	Scaffold	1220
GCA_045401465.1	Scaffold	1220
GCA_045401495.1	Scaffold	1220
GCA_045401515.1	Contig	1220
GCA_045401545.1	Scaffold	1220
GCA_048497175.1	Contig	1220
GCA_048497195.1	Scaffold	1220
GCA_048497215.1	Contig	1220
GCA_048497235.1	Contig	1220
GCA_048497255.1	Scaffold	1220
GCA_048497275.1	Scaffold	1220
GCA_048497295.1	Contig	1220
GCA_048497315.1	Contig	1220
GCA_048497335.1	Contig	1220
GCA_048497355.1	Scaffold	1220
GCA_048497375.1	Scaffold	1220
GCA_048497395.1	Scaffold	1220
GCA_048497415.1	Scaffold	1220
GCA_048497435.1	Scaffold	1220
GCA_048497455.1	Scaffold	1220
GCA_048497475.1	Scaffold	1220
GCA_003284445.1	Contig	2162419
GCA_003283835.1	Contig	2162420
GCA_003284435.1	Contig	2162421
GCA_003284425.1	Contig	2162422
GCA_003284375.1	Contig	2162423
GCA_003283825.1	Contig	2162389
GCA_003283785.1	Contig	2162390
GCA_003284345.1	Contig	2162391
GCA_003283775.1	Contig	2162392
GCA_003284355.1	Contig	2162424
GCA_003284365.1	Contig	2162425
GCA_003284315.1	Contig	2162393
GCA_003284285.1	Contig	2162394
GCA_003284205.1	Contig	2162426
GCA_003283745.1	Contig	2162427
GCA_003284185.1	Contig	2162428
GCA_003283695.1	Contig	2162429
GCA_003283685.1	Contig	2162430
GCA_003283675.1	Contig	2162395
GCA_003283665.1	Contig	2162396
GCA_003283635.1	Contig	2162431
GCA_003284145.1	Contig	2162432
GCA_003283615.1	Contig	2162433
GCA_003284115.1	Contig	2162434
GCA_003284125.1	Contig	2162435
GCA_003284105.1	Contig	2162397
GCA_003283595.1	Contig	2162398
GCA_003284055.1	Contig	2162399
GCA_003284035.1	Contig	2162400
GCA_003283545.1	Contig	2162436
GCA_003283525.1	Contig	2162437
GCA_003283965.1	Contig	2162401
GCA_003283955.1	Contig	2162438
GCA_003283945.1	Contig	2162439
GCA_003283475.1	Contig	2162440
GCA_003283465.1	Contig	2162441
GCA_003283445.1	Contig	2162442
GCA_003283415.1	Contig	2162443
GCA_003283395.1	Contig	2162444
GCA_003283385.1	Contig	2162445
GCA_003283365.1	Contig	2162446
GCA_003283345.1	Contig	2162402
GCA_003283315.1	Contig	2162403
GCA_003283305.1	Contig	2162447
GCA_003283285.1	Contig	2162197
GCA_003283235.1	Contig	2162404
GCA_003283225.1	Contig	2162406
GCA_003282785.1	Contig	2162407
GCA_003282755.1	Contig	2162408
GCA_003282745.1	Contig	2162409
GCA_003282725.1	Contig	2162410
GCA_003282695.1	Contig	2162448
GCA_003282665.1	Contig	2162411
GCA_003282645.1	Contig	2162412
GCA_003282595.1	Contig	2162413
GCA_003282615.1	Contig	2162415
GCA_003282585.1	Contig	2162416
GCA_003282565.1	Contig	2162417
GCA_003282535.1	Contig	2162418
GCA_003282515.1	Contig	2162449
GCA_003282425.1	Contig	2162450
GCA_003282385.1	Contig	2162451
GCA_003282405.1	Contig	2162452
GCA_003282325.1	Contig	2162453
GCA_003282305.1	Contig	2162454
GCA_003282345.1	Contig	2162455
GCA_003282355.1	Contig	2162456
GCA_003282285.1	Contig	2162198
GCA_003282225.1	Contig	2162221
GCA_003279415.1	Contig	2162457
GCA_003279405.1	Contig	2162458
GCA_003279365.1	Contig	2162459
GCA_003279335.1	Contig	2162222
GCA_003282265.1	Contig	2162460
GCA_003282235.1	Contig	2162223
GCA_003282045.1	Contig	2162461
GCA_003279325.1	Contig	2162224
GCA_003282025.1	Contig	2162462
GCA_003282005.1	Contig	2162225
GCA_003281965.1	Contig	2162463
GCA_003279285.1	Contig	2162199
GCA_003281955.1	Contig	2162226
GCA_003281925.1	Contig	2162227
GCA_003279265.1	Contig	2162228
GCA_003279215.1	Contig	2162229
GCA_003279125.1	Contig	2162233
GCA_003281715.1	Contig	2162141
GCA_003281705.1	Contig	2162234
GCA_003279115.1	Contig	2162235
GCA_003281685.1	Contig	2162236
GCA_003279085.1	Contig	2162149
GCA_003281645.1	Contig	2162150
GCA_003281635.1	Contig	2162151
GCA_003281625.1	Contig	2162237
GCA_003281605.1	Contig	2162152
GCA_003281585.1	Contig	2162153
GCA_003279105.1	Contig	2162154
GCA_003279055.1	Contig	2162155
GCA_003281565.1	Contig	2162156
GCA_003279045.1	Contig	2162157
GCA_003281545.1	Contig	2162464
GCA_003281525.1	Contig	2162238
GCA_003281505.1	Contig	2162158
GCA_003279015.1	Contig	2162159
GCA_003281485.1	Contig	2162160
GCA_003281455.1	Contig	2162161
GCA_003279005.1	Contig	2162142
GCA_003278965.1	Contig	2162143
GCA_003281445.1	Contig	2162144
GCA_003278955.1	Contig	2162200
GCA_003281415.1	Contig	2162145
GCA_003281405.1	Contig	2162146
GCA_003281385.1	Contig	2162059
GCA_003281365.1	Contig	2162060
GCA_003281335.1	Contig	2162061
GCA_003281315.1	Contig	2162062
GCA_003281305.1	Contig	2162063
GCA_003281285.1	Contig	2162201
GCA_003278945.1	Contig	2162064
GCA_003281255.1	Contig	2162065
GCA_003281235.1	Contig	2162202
GCA_003278925.1	Contig	2162066
GCA_003278895.1	Contig	2162067
GCA_003281225.1	Contig	2162068
GCA_003278875.1	Contig	2162069
GCA_003281205.1	Contig	2162239
GCA_003281185.1	Contig	2162070
GCA_003281165.1	Contig	2162071
GCA_003278855.1	Contig	2162072
GCA_003281145.1	Contig	2162073
GCA_003281125.1	Contig	2162074
GCA_003278845.1	Contig	2162075
GCA_003278775.1	Contig	2162103
GCA_003280995.1	Contig	2162104
GCA_003280985.1	Contig	2162240
GCA_003280965.1	Contig	2162105
GCA_003280935.1	Contig	2162106
GCA_003278765.1	Contig	2162107
GCA_003280915.1	Contig	2162108
GCA_003280895.1	Contig	2162109
GCA_003280885.1	Contig	2162110
GCA_003278735.1	Contig	2162111
GCA_003280855.1	Contig	2162241
GCA_003278725.1	Contig	2162166
GCA_003278705.1	Contig	2162112
GCA_003278685.1	Contig	2162242
GCA_003278665.1	Contig	2162243
GCA_003278635.1	Contig	2162113
GCA_003278625.1	Contig	2162114
GCA_003280835.1	Contig	2162115
GCA_003280815.1	Contig	2162116
GCA_003280805.1	Contig	2162117
GCA_003280775.1	Contig	2162118
GCA_003280765.1	Contig	2162119
GCA_003280735.1	Contig	2162120
GCA_003278605.1	Contig	2162121
GCA_003280725.1	Contig	2162122
GCA_003278585.1	Contig	2162123
GCA_003278545.1	Contig	2162124
GCA_003278535.1	Contig	2162167
GCA_003280695.1	Contig	2162125
GCA_003280685.1	Contig	2162126
GCA_003280645.1	Contig	2162127
GCA_003280655.1	Contig	2162128
GCA_003280615.1	Contig	2162244
GCA_003280575.1	Contig	2162168
GCA_003280565.1	Contig	2162169
GCA_003280545.1	Contig	2162170
GCA_003278525.1	Contig	2162171
GCA_003280515.1	Contig	2162172
GCA_003278505.1	Contig	2162173
GCA_003280445.1	Contig	2162174
GCA_003278455.1	Contig	2162175
GCA_003280405.1	Contig	2162176
GCA_003280415.1	Contig	2162177
GCA_003280375.1	Contig	2162178
GCA_003280345.1	Contig	2162179
GCA_003278465.1	Contig	2162180
GCA_003278445.1	Contig	2162181
GCA_003278425.1	Contig	2162182
GCA_003280335.1	Contig	2162183
GCA_003280325.1	Contig	2162184
GCA_003278345.1	Contig	2162185
GCA_003280295.1	Contig	2162186
GCA_003280265.1	Contig	2162187
GCA_003278385.1	Contig	2162188
GCA_003278325.1	Contig	2162129
GCA_003280255.1	Contig	2162189
GCA_003280245.1	Contig	2162190
GCA_003280225.1	Contig	2162191
GCA_003280185.1	Contig	2162192
GCA_003280165.1	Contig	2162193
GCA_003278375.1	Contig	2162194
GCA_003278365.1	Contig	2162195
GCA_003280175.1	Contig	2162196
GCA_003278305.1	Contig	2162147
GCA_003278285.1	Contig	2162148
GCA_003280135.1	Contig	2162130
GCA_003280105.1	Contig	2162131
GCA_003280085.1	Contig	2162132
GCA_003278255.1	Contig	2162133
GCA_003280095.1	Contig	2162134
GCA_003278245.1	Contig	2162135
GCA_003278225.1	Contig	2162136
GCA_003280025.1	Contig	2162137
GCA_003278195.1	Contig	2162138
