"proto_gene_id"	"bgc_id"	"proto_length"	"contig_name"	"proto_start_nt"	"proto_end_nt"	"bgc_annotation_id"	"proto_class"	"proto_category"
44294050	197432	22220	NZ_CP046703.1	1686632	1708851	946156	lap	ripp
44294189	197433	42560	NZ_CP046703.1	1834244	1876803	946161	nrps-like	nrps
44294520	197434	23309	NZ_CP046703.1	1940618	1963926	946166	lanthipeptide-class-ii	ripp
44294663	197435	20264	NZ_CP046703.1	2293443	2313706	946171	terpene	terpene
44294881	197437	39771	NZ_CP046703.1	2696002	2735772	946181	nrps	nrps
44294888	197437	89121	NZ_CP046703.1	2700387	2789507	946181	t1pks	pks
44296182	197442	43581	NZ_CP046703.1	2819071	2862651	946204	mycosporine-like	nrps
44296799	197444	42544	NZ_CP046703.1	2951153	2993696	946214	nrps-like	nrps
44297366	197446	81836	NZ_CP046703.1	3319955	3401790	946225	nrp-metallophore	nrps
44297373	197446	79051	NZ_CP046703.1	3322452	3401502	946225	nrps	nrps
44297425	197446	48363	NZ_CP046703.1	3339955	3388317	946225	t1pks	pks
44298893	197452	41683	NZ_CP046703.1	3995007	4036689	946251	lanthipeptide-class-v	ripp
44299719	197457	43515	NZ_CP046703.1	4184118	4227632	946275	nrps	nrps
44299763	197457	50600	NZ_CP046703.1	4191948	4242547	946275	t1pks	pks
44299813	197457	40283	NZ_CP046703.1	4204034	4244316	946275	nrps-like	nrps
44301372	197463	18763	NZ_CP046703.1	4401435	4420197	946303	terpene	terpene
44302283	197467	59712	NZ_CP046703.1	5455040	5514751	946325	nrps	nrps
44302315	197467	33166	NZ_CP046703.1	5461462	5494627	946325	betalactone	other
44303800	197469	39454	NZ_CP046703.1	5843529	5882982	946333	terpene	terpene
44304396	197471	42353	NZ_CP046703.1	5929435	5971787	946342	lanthipeptide-class-v	ripp
44304983	197473	20831	NZ_CP046703.1	6035023	6055853	946350	terpene	terpene
44305345	197474	47194	NZ_CP046703.1	7131152	7178345	946355	hgle-ks	pks
44305933	197475	47577	NZ_CP046703.1	7251830	7299406	946362	nrps	nrps
44305973	197475	44938	NZ_CP046703.1	7260999	7305936	946362	t1pks	pks
44306005	197475	42031	NZ_CP046703.1	7265940	7307970	946362	nrps-like	nrps
1945540588	12037100	62384	JADBTQ010000050.1	1	62384	56532658	t1pks	pks
1945595327	12037473	58922	JADBTN010000102.1	1	58922	56534424	nrps	nrps
1945764012	12038630	11917	JADBTM010000171.1	1	11917	56539968	t3pks	pks
1942757263	12018576	13810	JADBVT010000005.1	1	13810	56444565	nrps	nrps
1946040865	12040459	18100	JADBTH010000060.1	32575	50674	56548704	microviridin	ripp
1943660224	12024701	14091	JADBVD010000242.1	17433	31523	56473508	cyanobactin	ripp
195368100	1037640	37014	NZ_AADV02000019.1	1	37014	4931094	nrps	nrps
197333814	1050327	4869	NZ_AESD01000638.1	1	4869	4990608	transat-pks-like	pks
1946722393	12044951	11917	JADBSO010000086.1	1	11917	56570180	t3pks	pks
200587787	1069945	30562	NZ_CAIP01000073.1	1	30562	5083663	nrps-like	nrps
200587790	1069945	25989	NZ_CAIP01000073.1	1	25989	5083663	t1pks	pks
200587794	1069945	24356	NZ_CAIP01000073.1	1067	25422	5083663	nrps-like	nrps
201731122	1075618	21028	NZ_HE973166.1	1	21028	5110668	terpene	terpene
202022500	1077242	12457	NZ_AJLK01000012.1	9248	21704	5118449	terpene	terpene
202038473	1077333	20288	NZ_AJLJ01000267.1	1	20288	5118890	mycosporine-like	nrps
202038474	1077333	20288	NZ_AJLJ01000267.1	1	20288	5118890	nrps-like	nrps
202732474	1082632	22752	NZ_ALVZ01000124.1	1	22752	5144187	lassopeptide	ripp
208281892	1112822	18888	NZ_KE734704.1	1546606	1565493	5287630	terpene	terpene
208282121	1112824	20900	NZ_KE734704.1	1629048	1649947	5287638	terpene	terpene
1944370539	12029380	4130	JADBUS010000181.1	1	4130	56495869	lanthipeptide-class-v	ripp
213653322	1138125	36526	NZ_BBPA01000019.1	132373	168898	5408478	thiopeptide	ripp
213653347	1138125	21950	NZ_BBPA01000019.1	137451	159400	5408478	cyanobactin	ripp
1944485941	12030125	3309	JADBUQ010000257.1	1	3309	56499437	nrps	nrps
1947049987	12047201	19417	JADBSI010000379.1	1359	20775	56580953	cyanobactin	ripp
247757018	1303975	20828	NZ_MBQX01000155.1	7711	28538	6209637	terpene	terpene
274966901	1447191	13456	NZ_BEIV01000101.1	1	13456	6895806	cyanobactin	ripp
310759664	1635431	16440	NZ_JACJQQ010000049.1	1	16440	7796787	microviridin	ripp
312217879	1642542	42243	NZ_JADEWN010000044.1	6007	48249	7830923	lanthipeptide-class-v	ripp
364373785	1908276	14304	NZ_FYBH01000168.1	8270	22573	9102027	terpene	terpene
414032540	2139112	27984	NZ_JTCM02000028.1	44993	72976	10202864	nrps	nrps
415098543	2145057	12192	NZ_CAQN01001320.1	1	12192	10231113	nrps	nrps
422360163	2183646	46540	NZ_LZQD01000001.1	37473	84012	10414522	hgle-ks	pks
422373471	2183719	46978	NZ_LZQD01000001.1	331689	378666	10414863	nrps	nrps
422374060	2183719	42655	NZ_LZQD01000001.1	338904	381558	10414863	t1pks	pks
422374666	2183719	42091	NZ_LZQD01000001.1	351621	393711	10414863	nrps-like	nrps
422389719	2183805	42361	NZ_LZQD01000001.1	435737	478097	10415272	lanthipeptide-class-v	ripp
422399394	2183858	43345	NZ_LZQD01000001.1	1410715	1454059	10415521	t1pks	pks
422399621	2183858	48884	NZ_LZQD01000001.1	1414059	1462942	10415521	hgle-ks	pks
425235391	2197833	11490	NZ_MTAX01000051.1	1	11490	10482186	proteusin	ripp
426031760	2202011	30263	NZ_NOLK01000005.1	46456	76718	10502181	crocagin	ripp
426060321	2202132	64714	NZ_NOLI01000030.1	1	64714	10502786	transat-pks	pks
426060506	2202132	63596	NZ_NOLI01000030.1	1119	64714	10502786	nrps	nrps
426061887	2202132	38968	NZ_NOLI01000030.1	25747	64714	10502786	t1pks	pks
426062296	2202132	29679	NZ_NOLI01000030.1	35036	64714	10502786	pks-like	pks
426062448	2202132	28430	NZ_NOLI01000030.1	36285	64714	10502786	t3pks	pks
426072968	2202195	53503	NZ_NOLI01000038.1	1	53503	10503090	nrps	nrps
426740635	2205103	20180	NZ_NXIB02000064.1	1	20180	10516951	nrps	nrps
430275382	2223775	29354	NZ_NGAA01000056.1	112169	141522	10605826	crocagin	ripp
432246884	2235329	21908	NZ_RJVW01000084.1	54693	76600	10660181	terpene	terpene
440342628	2279334	6136	NZ_VTRR01000009.1	1	6136	10869709	cyanobactin	ripp
442219309	2289607	31417	NZ_VILB01000033.1	15091	46507	10918363	t1pks	pks
442219433	2289607	22626	NZ_VILB01000033.1	23882	46507	10918363	nrps-like	nrps
442219458	2289607	10405	NZ_VILB01000033.1	25047	35451	10918363	ectoine	other
445056898	2305933	54461	NZ_JAAGOG010000012.1	1	54461	10995299	nrps	nrps
445056900	2305933	37063	NZ_JAAGOG010000012.1	1	37063	10995299	t1pks	pks
445057073	2305933	44626	NZ_JAAGOG010000012.1	35666	80291	10995299	transat-pks	pks
450612894	2337174	13082	NZ_JACKZM010000165.1	1	13082	11142357	proteusin	ripp
450612899	2337174	11971	NZ_JACKZM010000165.1	857	12827	11142357	ripp-like	ripp
450670583	2337644	5098	NZ_JACKZN010000528.1	1	5098	11144657	t1pks	pks
452464688	2347099	76674	NZ_JACJOG010000034.1	1	76674	11189902	nrp-metallophore	nrps
452464689	2347099	76674	NZ_JACJOG010000034.1	1	76674	11189902	nrps	nrps
452464767	2347099	44629	NZ_JACJOG010000034.1	26540	71168	11189902	t1pks	pks
452586298	2347718	52107	NZ_JACJPA010000078.1	13973	66079	11192892	nrps	nrps
452603958	2347816	26455	NZ_JACJPY010000044.1	8824	35278	11193359	t1pks	pks
452603984	2347816	21103	NZ_JACJPY010000044.1	14176	35278	11193359	nrps-like	nrps
452659756	2348116	22256	NZ_JACJQS010000006.1	116810	139065	11194802	terpene	terpene
452713704	2348419	4376	NZ_JACJQY010000088.1	1	4376	11196257	nrps	nrps
452796024	2348848	38466	NZ_JACJSQ010000023.1	1	38466	11198337	hgle-ks	pks
452846382	2349141	61185	NZ_JACJRU010000001.1	1	61185	11199741	nrps	nrps
452847827	2349144	43093	NZ_JACJRU010000001.1	303529	346621	11199760	nrps-like	nrps
452848397	2349147	20186	NZ_JACJRU010000001.1	465292	485477	11199771	microviridin	ripp
452848741	2349148	41293	NZ_JACJRU010000001.1	523361	564653	11199777	t3pks	pks
452849308	2349151	20933	NZ_JACJRU010000001.1	604775	625707	11199789	terpene	terpene
452916120	2349531	46300	NZ_JACJRW010000024.1	34429	80728	11201615	mycosporine-like	nrps
452917867	2349539	59959	NZ_JACJRW010000041.1	1	59959	11201651	nrps	nrps
452917879	2349539	44239	NZ_JACJRW010000041.1	1304	45542	11201651	t1pks	pks
453030827	2350152	52380	NZ_JACJTD010000008.1	88628	141007	11204612	hgle-ks	pks
453030830	2350152	44749	NZ_JACJTD010000008.1	88628	133376	11204612	t1pks	pks
453074548	2350389	22304	NZ_JACJTK010000021.1	107534	129837	11205746	lap	ripp
453081806	2350432	8644	NZ_JACJTR010000102.1	1	8644	11205951	indole	other
453252473	2351327	42585	NZ_VJXY01000020.1	69499	112083	11210244	lanthipeptide-class-v	ripp
453257877	2351354	21654	NZ_VJXY01000038.1	1	21654	11210372	nrps-like	nrps
453418332	2352203	11908	NZ_JACJNU010000028.1	35318	47225	11214462	ripp-like	ripp
454314102	2356793	16797	NZ_JADEXQ010000083.1	1	16797	11236381	cyanobactin	ripp
454323896	2356852	20903	NZ_JADEXB010000010.1	77274	98176	11236670	terpene	terpene
454423676	2357486	16024	NZ_JADEXL010000016.1	13023	29046	11239720	phosphonate	other
454424918	2357498	39361	NZ_JADEXL010000020.1	26695	66055	11239774	nrps-like	nrps
465731337	2416385	16797	NZ_JAERMH010000030.1	53286	70082	11519726	terpene	terpene
467567592	2426751	20933	NZ_JAIVFV010000004.1	33430	54362	11569060	terpene	terpene
467598783	2426908	39360	NZ_JAIVFT010000001.1	1	39360	11569811	lanthipeptide-class-v	ripp
467599180	2426909	39698	NZ_JAIVFT010000001.1	523998	563695	11569817	nrps-like	nrps
467599185	2426909	44917	NZ_JAIVFT010000001.1	525208	570124	11569817	t1pks	pks
467599191	2426909	48813	NZ_JAIVFT010000001.1	531227	580039	11569817	nrps	nrps
467621481	2427055	6268	NZ_JAIVFR010000409.1	1	6268	11570521	nrps	nrps
469222721	2435624	9688	NZ_JAKGOR010000012.1	1	9688	11611281	phosphonate	other
469301841	2436050	15832	NZ_PJIZ01000033.1	50384	66215	11613294	terpene	terpene
474745699	2464986	31363	NZ_JAGQBR010000004.1	1	31363	11750964	t1pks	pks
474800651	2465298	19071	NZ_JAGQCJ010000001.1	251361	270431	11752444	terpene	terpene
474800956	2465299	20933	NZ_JAGQCJ010000001.1	512590	533522	11752450	terpene	terpene
476077090	2471980	21233	NZ_JAHLYP010000032.1	21325	42557	11784208	terpene	terpene
482023927	2501119	14577	NZ_JAQMSS010000100.1	1	14577	11923236	cyanobactin	ripp
482038894	2501211	46311	NZ_JAQMSO010000134.1	9421	55731	11923680	t1pks	pks
482038976	2501211	31352	NZ_JAQMSO010000134.1	24380	55731	11923680	nrps-like	nrps
482099457	2501569	35660	NZ_JAQMSE010000054.1	1	35660	11925363	t1pks	pks
482100896	2501583	11547	NZ_JAQMTG010000050.1	1	11547	11925429	terpene	terpene
482170364	2502031	48730	NZ_JAQMTV010000150.1	5248	53977	11927603	hgle-ks	pks
482170473	2502031	43315	NZ_JAQMTV010000150.1	13982	57296	11927603	t1pks	pks
483708304	2510394	24709	NZ_JARFTR010000207.1	1	24709	11967586	nrps	nrps
494399961	2566362	20933	HE972586.1	177097	198029	12232198	terpene	terpene
513554256	2664600	33189	JTHE03000065.1	2359	35547	12681085	lanthipeptide-class-v	ripp
513797892	2666006	17010	JXCB02000053.1	220109	237118	12687327	microviridin	ripp
523384124	2720338	21917	LMVE01000006.1	21700	43616	12942676	terpene	terpene
524765638	2727920	12678	LUHI01000015.1	1	12678	12976570	terpene	terpene
525432806	2732545	39119	LJOP01000022.1	1	39119	12996654	hgle-ks	pks
525432831	2732545	36743	LJOP01000022.1	2377	39119	12996654	t1pks	pks
532643812	2776444	6039	NOLI01000234.1	1	6039	13192391	nrps-like	nrps
539907921	2833383	37563	LAGX01000036.1	40941	78503	13435448	hgle-ks	pks
539943882	2833569	4314	LAHE01000255.1	1	4314	13436326	phosphonate	other
541591308	2845031	22465	NGZU01000070.1	57177	79641	13486356	lassopeptide	ripp
541592230	2845035	53741	NGZU01000070.1	234070	287810	13486379	hgle-ks	pks
542064284	2847856	42403	DF978431.1	223233	265635	13499473	lanthipeptide-class-v	ripp
546510529	2880680	48802	QQWE01000004.1	355473	404274	13644535	nrps-like	nrps
546510545	2880680	48802	QQWE01000004.1	355473	404274	13644535	t1pks	pks
548344619	2895240	18277	DNOV01000252.1	1	18277	13713375	spliceotide	ripp
548344658	2895240	16467	DNOV01000252.1	1811	18277	13713375	rre-containing	ripp
550400279	2910020	38108	RSCL01000044.1	15356	53463	13782957	nrps	nrps
574563354	3070776	23243	CP070234.1	22816	46058	14513724	lanthipeptide-class-ii	ripp
574563658	3070778	70899	CP070234.1	66446	137344	14513731	t1pks	pks
574563685	3070778	48763	CP070234.1	72135	120897	14513731	nrps-like	nrps
576931188	3089012	29387	JACGCP010000001.1	493386	522772	14595780	cyanobactin	ripp
576932005	3089015	21685	JACGCP010000001.1	701384	723068	14595798	terpene	terpene
576932616	3089018	41293	JACGCP010000001.1	724447	765739	14595810	t3pks	pks
576933549	3089022	21009	JACGCP010000001.1	996329	1017337	14595831	terpene	terpene
576934158	3089025	23288	JACGCP010000001.1	1401132	1424419	14595843	lanthipeptide-class-ii	ripp
576934712	3089028	41313	JACGCP010000001.1	1478003	1519315	14595857	lanthipeptide-class-v	ripp
576936207	3089036	45810	JACGCP010000001.1	1568717	1614526	14595891	hgle-ks	pks
576938608	3089050	19008	JACGCP010000001.1	2217321	2236328	14595947	terpene	terpene
576939858	3089059	22108	JACGCP010000001.1	2428898	2451005	14595986	lap	ripp
576941578	3089071	93120	JACGCP010000001.1	2719782	2812901	14596029	nrps	nrps
576942538	3089071	33339	JACGCP010000001.1	2753351	2786689	14596029	betalactone	other
576953124	3089143	38052	JACGCP010000001.1	3376444	3414495	14596347	lanthipeptide-class-v	ripp
576957046	3089164	48875	JACGCP010000001.1	3523298	3572172	14596448	hgle-ks	pks
576957263	3089164	43315	JACGCP010000001.1	3532177	3575491	14596448	t1pks	pks
576963502	3089206	42398	JACGCP010000001.1	3871211	3913608	14596635	lanthipeptide-class-v	ripp
576967286	3089224	68641	JACGCP010000001.1	4616661	4685301	14596724	nrps	nrps
576974736	3089264	20831	JACGCP010000001.1	5147287	5168117	14596900	terpene	terpene
613668791	3351956	46636	LN889802.1	385224	431859	15761496	t1pks	pks
613669894	3351967	20462	LN889802.1	441648	462109	15761545	rre-containing	ripp
613670203	3351970	41122	LN889802.1	514532	555653	15761563	ladderane	other
635352555	3482478	31519	NZ_LAHC01000090.1	1	31519	16343149	mycosporine-like	nrps
635377073	3482620	20933	NZ_LAHG01000042.1	6142	27074	16343835	terpene	terpene
635382028	3482646	10557	NZ_LAHG01000199.1	1	10557	16343958	proteusin	ripp
635985551	3485993	29655	NZ_NHAK01000049.1	1	29655	16359892	hgle-ks	pks
635985554	3485993	29655	NZ_NHAK01000049.1	1	29655	16359892	t1pks	pks
636009530	3486120	29430	NZ_NGZY01000166.1	433	29862	16360522	lanthipeptide-class-v	ripp
636016726	3486159	20633	NZ_NHAF01000027.1	1	20633	16360705	lanthipeptide-class-v	ripp
638331384	3501413	4533	CADCTZ010000165.1	1	4533	16429285	nrps	nrps
638331392	3501413	4533	CADCTZ010000165.1	1	4533	16429285	nrp-metallophore	nrps
638341443	3501513	8288	CADCTZ010001448.1	1	8288	16429690	redox-cofactor	ripp
643978920	3546259	13948	CALMVQ010000054.1	1	13948	16609916	nrps	nrps
930762646	5500388	3287	CAIPYC010000141.1	1	3287	25653894	nrps	nrps
932845197	5512416	31663	CAIWES010000228.1	1	31663	25708957	t1pks	pks
933865824	5518208	3246	CAIYEC010000049.1	1	3246	25735510	nrps	nrps
934776637	5523438	11955	CAIZOZ010000337.1	1	11955	25759392	cdps	nrps
957370249	5653996	10780	CALDYN010000396.1	1	10780	26357396	terpene	terpene
1321464833	7927375	18901	ASZQ01000173.1	3168	22068	37129101	terpene	terpene
1321466631	7927392	59282	ASZQ01000275.1	44826	104107	37129184	nrps	nrps
1321466666	7927392	39918	ASZQ01000275.1	64190	104107	37129184	t1pks	pks
1328929231	7985625	16634	LAMW01000067.1	4459	21092	37385927	terpene	terpene
1329956289	7993878	6677	CALDUN010000299.1	1	6677	37422519	terpene	terpene
1330044668	7994616	14286	CALBPH010000603.1	1	14286	37425774	nrps-like	nrps
1334064132	8027097	18193	CAIVJC010000086.1	23865	42057	37567605	terpene	terpene
1346621072	8116509	18880	LJOY01000054.1	1	18880	37965678	terpene	terpene
1348524762	8129106	3470	LXQD01000121.1	1	3470	38022708	nrps	nrps
1348530006	8129128	42367	LXQD01000247.1	48023	90389	38022814	lanthipeptide-class-v	ripp
1352382676	8154052	44542	BBPA01000018.1	1562	46103	38136010	hgle-ks	pks
1352382727	8154052	22598	BBPA01000018.1	16715	39312	38136010	rre-containing	ripp
1369744445	8274015	3121	JADEXH010000099.1	1	3121	38675189	nrps	nrps
1370502125	8279656	16491	JAHHHO010000055.1	1	16491	38699496	phenazine	other
1370534760	8279945	14008	CALKXM010000226.1	6040	20047	38700725	terpene	terpene
1372543836	8294689	6158	CAKZMA010001120.1	1	6158	38765120	lassopeptide	ripp
1372544772	8294704	11074	CAKZMA010001331.1	4246	15319	38765184	ripp-like	ripp
1374456035	8308291	51712	LWAJ01000067.1	1	51712	38825606	t1pks	pks
1374456048	8308291	36729	LWAJ01000067.1	1	36729	38825606	nrps-like	nrps
1377725362	8333221	26376	LVHP01000023.1	152279	178654	38936500	t3pks	pks
1391194340	8448286	11731	CAIMEM010000015.1	1	11731	39444644	terpene	terpene
1391194393	8448287	20708	CAIMEM010000030.1	12321	33028	39444648	terpene	terpene
1396843297	8505244	21284	QCBZ01000019.1	5969	27252	39690591	terpene	terpene
1397956690	8515787	21284	QCCF01000009.1	25601	46884	39735601	terpene	terpene
1398112428	8517152	20336	JAHCMI010000018.1	17179	37514	39741456	microviridin	ripp
1399723725	8531104	16302	SFAZ01000196.1	1	16302	39801965	terpene	terpene
1401416596	8545695	5281	PKDM01000689.1	1	5281	39865567	terpene	terpene
1403851263	8565192	42763	JAHHHK010000027.1	784	43546	39951504	lanthipeptide-class-v	ripp
1404049608	8566788	7588	JAQMTD010000313.1	1	7588	39958625	nrps	nrps
1404174133	8567654	8819	JAQMTK010000222.1	1	8819	39962488	nrps	nrps
1404695987	8571836	67930	JAHHHG010000128.1	26298	94227	39980872	nrps	nrps
1404696033	8571836	44671	JAHHHG010000128.1	36631	81301	39980872	t1pks	pks
1405416314	8577871	44042	JAQMSK010000226.1	11652	55693	40007509	t1pks	pks
1405416327	8577871	39282	JAQMSK010000226.1	16412	55693	40007509	nrp-metallophore	nrps
1405416343	8577871	32400	JAQMSK010000226.1	23294	55693	40007509	nrps	nrps
1406003139	8582549	20933	JAQMTT010000107.1	3262	24194	40028117	terpene	terpene
1406040144	8582839	17634	JAGHZK010000230.1	1	17634	40029387	nrps	nrps
1406043567	8582873	9362	JAOHOK010000023.1	1	9362	40029535	t1pks	pks
1406100726	8583371	39309	BJCH01000001.1	1	39309	40031733	t3pks	pks
1406100730	8583371	49445	BJCH01000001.1	707	50151	40031733	t1pks	pks
1406100760	8583371	43795	BJCH01000001.1	10347	54141	40031733	nrps-like	nrps
1406201279	8584347	43230	JAGHZI010000216.1	1	43230	40035963	nrps	nrps
1406201290	8584347	60328	JAGHZI010000216.1	3227	63554	40035963	t1pks	pks
1406368596	8585549	23944	JAQMTV010000006.1	1	23944	40041293	ladderane	other
1406368601	8585550	16694	BJCK01000083.1	1	16694	40041294	nrps-like	nrps
1406368603	8585550	16694	BJCK01000083.1	1	16694	40041294	t1pks	pks
1406484805	8586481	42244	JAQMUB010000092.1	34252	76495	40045354	nrps-like	nrps
1406484817	8586481	46360	JAQMUB010000092.1	36513	82872	40045354	t1pks	pks
1408170323	8599241	12519	JAOIQP010000001.1	21135	33653	40101456	terpene	terpene
1408189260	8599405	17254	JAPZSF010000086.1	393	17646	40102197	cyanobactin	ripp
1410643748	8617800	13542	JAICRN010000070.1	1	13542	40183160	nrps	nrps
1410669060	8618009	19990	JACJOA010000010.1	33805	53794	40184087	rre-containing	ripp
1411852314	8627276	49143	JACJOP010000057.1	43923	93065	40224323	nrps	nrps
1412001944	8628438	12994	QCVM01000035.1	6686	19679	40229325	terpene	terpene
1413151110	8637480	20909	UCNL01000007.1	6543	27451	40268333	terpene	terpene
1413237283	8638168	21239	UCNM01000011.1	83361	104599	40271306	terpene	terpene
1413389391	8639333	23196	JACJQB010000022.1	35141	58336	40276375	t3pks	pks
1413580268	8640708	21691	JACJQC010000023.1	32559	54249	40282269	spliceotide	ripp
1413580272	8640708	25105	JACJQC010000023.1	34568	59672	40282269	proteusin	ripp
1413580276	8640708	23288	JACJQC010000023.1	35806	59093	40282269	lanthipeptide-class-ii	ripp
1413580301	8640708	12031	JACJQC010000023.1	44786	56816	40282269	ripp-like	ripp
1414751327	8649455	43463	JACJQX010000008.1	127831	171293	40320286	mycosporine-like	nrps
1414752924	8649467	46005	JACJQX010000046.1	1	46005	40320337	nrp-metallophore	nrps
1414752925	8649467	46005	JACJQX010000046.1	1	46005	40320337	nrps	nrps
1414752928	8649467	33902	JACJQX010000046.1	1	33902	40320337	t1pks	pks
1414968809	8651018	3019	JAAURR010000268.1	1	3019	40327142	nrps	nrps
1415382693	8654070	4958	JAKOHA010000279.1	1	4958	40340668	nrps	nrps
1415769459	8656878	1801	JAKOGT010000579.1	1	1801	40353009	terpene	terpene
1415807969	8657137	36981	JACJRU010000002.1	3	36983	40354174	nrps	nrps
1415808697	8657142	45474	JACJRU010000002.1	62190	107663	40354198	nrps	nrps
1415809816	8657147	83748	JACJRU010000002.1	219284	303031	40354222	t1pks	pks
1415809849	8657147	85878	JACJRU010000002.1	224819	310696	40354222	nrp-metallophore	nrps
1415809850	8657147	85878	JACJRU010000002.1	224819	310696	40354222	nrps	nrps
1415927742	8657979	20348	JACJRW010000001.1	247681	268028	40357887	microviridin	ripp
1415930210	8658005	62088	JACJRW010000007.1	90205	152292	40357991	nrps	nrps
1415936989	8658045	34074	JACJRW010000072.1	1	34074	40358183	nrps-like	nrps
1416636922	8663048	34139	JAAUOG010000056.1	1	34139	40380114	nrps	nrps
1416636924	8663048	34139	JAAUOG010000056.1	1	34139	40380114	nrp-metallophore	nrps
1416636964	8663048	29883	JAAUOG010000056.1	4257	34139	40380114	t1pks	pks
1416753227	8663939	20291	JACJSJ010000004.1	26079	46369	40384054	rre-containing	ripp
1417320761	8668042	16623	JAAUOR010000027.1	1	16623	40402079	lanthipeptide-class-v	ripp
1417324686	8668097	4866	JAAUOR010000551.1	1	4866	40402335	terpene	terpene
1417588856	8670061	43267	JACJTE010000035.1	12592	55858	40410913	t1pks	pks
1417588868	8670061	47218	JACJTE010000035.1	16034	63251	40410913	hgle-ks	pks
1417697263	8670800	43537	JAAVVY010000024.1	14077	57613	40414157	nrps	nrps
1417914547	8672303	21809	VOBS01000006.1	150719	172527	40420772	t3pks	pks
1419134036	8681343	15630	CAJALB010000006.1	92326	107955	40460408	terpene	terpene
1421695534	8699946	20819	JAOFFT010000008.1	6108	26926	40541441	terpene	terpene
1422478811	8705529	20912	QCKH01000001.1	179728	200639	40566518	terpene	terpene
1430037502	8755829	13172	PWYK01000057.1	1665	14836	40798755	lanthipeptide-class-ii	ripp
1440962049	8823396	18590	PTJN01000065.1	5777	24366	41109561	terpene	terpene
1445519745	8852046	21284	QCBM01000001.1	159708	180991	41244276	terpene	terpene
1445689184	8853264	4000	QBZN01000016.1	1	4000	41249951	terpene	terpene
1466368976	8987360	20153	CAIP01000186.1	8270	28422	41877992	microviridin	ripp
1472764504	9028199	41152	AJLM01000021.1	22912	64063	42067093	resorcinol	other
1472764534	9028199	47347	AJLM01000021.1	30303	77649	42067093	hgle-ks	pks
1472767578	9028225	20933	AJLM01000063.1	39913	60845	42067204	terpene	terpene
1508104557	9254426	24583	QCVV01000007.1	798	25380	43136461	crocagin	ripp
1578490664	9708850	16294	BIMW01000013.1	14569	30862	45343336	cyanobactin	ripp
1581925799	9730841	9972	SFCA01000037.1	1	9972	45450158	terpene	terpene
1635617785	10077253	3927	JAAUOX010000147.1	1	3927	47129062	indole	other
1647704031	10156398	16169	JAABST010000010.1	90039	106207	47511126	terpene	terpene
1647704367	10156402	10999	JAABST010000027.1	48561	59559	47511140	terpene	terpene
1811900835	11177173	10082	Ga0339041_116	1	10082	52426102	terpene	terpene
1682951940	10382745	1977	JAAHFR010001366.1	1	1977	48609318	nrps-like	nrps
1725088111	10659859	12866	JACYLS010000030.1	1	12866	49950406	terpene	terpene
1733810304	10719070	35646	DVDY01000041.1	3287	38932	50236070	nrps	nrps
1736896722	10740102	38582	JACJOZ010000054.1	1	38582	50337295	nrps	nrps
1737264343	10742518	21076	JACJPI010000023.1	1	21076	50348956	lanthipeptide-class-ii	ripp
1737396390	10743441	50302	JACJPV010000013.1	1	50302	50353418	nrps	nrps
1737396397	10743441	42937	JACJPV010000013.1	1	42937	50353418	t1pks	pks
1737581989	10744785	20969	JACJPX010000013.1	81669	102637	50359866	terpene	terpene
1737582310	10744788	29105	JACJPX010000016.1	87824	116928	50359880	lanthipeptide-class-v	ripp
1738128507	10748370	23369	JACJRD010000003.1	103615	126983	50377068	indole	other
1738128864	10748373	44401	JACJRD010000003.1	286937	331337	50377083	nrps-like	nrps
1738134039	10748401	20933	JACJRD010000028.1	32572	53504	50377220	terpene	terpene
1738631948	10751555	19693	JACJRP010000030.1	1	19693	50392347	nrps	nrps
1738878255	10753118	59959	JACJRV010000020.1	1	59959	50399881	nrps	nrps
1738878265	10753118	44239	JACJRV010000020.1	1304	45542	50399881	t1pks	pks
1738882634	10753139	20123	JACJRV010000079.1	1	20123	50399985	rre-containing	ripp
1738882638	10753139	21695	JACJRV010000079.1	176	21870	50399985	spliceotide	ripp
1739186108	10755175	22203	JACJSD010000005.1	64854	87056	50409790	lap	ripp
1739252425	10755635	43360	JACJSG010000017.1	81103	124462	50412008	t1pks	pks
1739252472	10755635	48830	JACJSG010000017.1	84554	133383	50412008	hgle-ks	pks
1739787341	10759197	55085	JACJTC010000034.1	1	55085	50429126	nrps	nrps
1739787344	10759197	38994	JACJTC010000034.1	1	38994	50429126	t1pks	pks
1747800712	10811710	1792	JACVSN010001624.1	1	1792	50681002	nrps	nrps
1748178214	10814465	5067	JACVRQ010000268.1	1	5067	50693990	nrps	nrps
1757579673	10878074	51574	WBKL01000050.1	1	51574	50999897	nrps	nrps
1757672213	10878663	33148	WBKM01000111.1	1	33148	51002736	t1pks	pks
1757672216	10878663	33148	WBKM01000111.1	1	33148	51002736	nrps-like	nrps
1757673884	10878671	34093	WBKM01000145.1	1	34093	51002775	lanthipeptide-class-v	ripp
1757673887	10878671	17546	WBKM01000145.1	1	17546	51002775	rre-containing	ripp
1757673889	10878671	17344	WBKM01000145.1	1	17344	51002775	spliceotide	ripp
1764594868	10924763	43042	JADEXK010000001.1	147244	190285	51223617	t1pks	pks
1764913323	10926936	18247	JADEVX010000061.1	1	18247	51234038	terpene	terpene
1774636711	10977297	15398	CAIM01000119	1	15398	51474513	nrps	nrps
