"bgc_id"	"smc_bgc_length"	"contig_name"	"bgc_start_nt"	"bgc_end_nt"	"bgc_category"	"bgc_class"
5482530	20921	CAIJRN010000022.1	785	21705	{Terpene}	{terpene}
5482532	46501	CAIJRN010000026.1	7876	54376	{Polyketide}	{polyketide,t1pks}
5482533	32018	CAIJRN010000030.1	1	32018	{Polyketide}	{polyketide,t3pks}
5482535	21236	CAIJRN010000042.1	110717	131952	{Terpene}	{terpene}
5482925	1827	CAIJSG010000416.1	1	1827	{Terpene}	{terpene}
5483455	4030	CAIJVB010000010.1	1	4030	{Terpene}	{terpene}
5483456	3541	CAIJVB010000621.1	1	3541	{Polyketide}	{polyketide,t3pks}
5483921	20810	CAIJWW010000020.1	1612	22421	{Terpene}	{terpene}
5483922	22950	CAIJWW010000031.1	1	22950	{Polyketide}	{polyketide,t3pks}
5483923	16333	CAIJWW010000034.1	1	16333	{Terpene}	{terpene}
5483924	15633	CAIJWW010000072.1	1	15633	{Polyketide}	{ladderane,polyketide}
5483926	42047	CAIJWW010000087.1	1	42047	{NRP}	{nrp,nrps-like}
5483928	21905	CAIJWW010000108.1	14464	36368	{Terpene}	{terpene}
5484415	12870	CAIJZP010000001.1	1	12870	{NRP}	{nrp,nrps-like}
5484416	20933	CAIJZP010000020.1	58116	79048	{Terpene}	{terpene}
5484420	41137	CAIJZP010000040.1	12734	53870	{Other,Polyketide}	{ladderane,other}
5484422	20810	CAIJZP010000056.1	25284	46093	{Terpene}	{terpene}
5484425	20167	CAIJZP010000061.1	1411	21577	{RiPP,Terpene}	{ripp,terpene}
5484431	34422	CAIJZP010000085.1	74363	108784	{Polyketide}	{polyketide,t3pks}
5485072	21236	CAIKFC010000003.1	110718	131953	{Terpene}	{terpene}
5485077	17473	CAIKFC010000046.1	1	17473	{Polyketide}	{polyketide,t3pks}
5485079	20939	CAIKFC010000077.1	827	21765	{Terpene}	{terpene}
5485080	26762	CAIKFC010000097.1	1	26762	{Polyketide}	{polyketide,t1pks}
5485588	12954	CAIKWV010000054.1	1	12954	{NRP,Other}	{nrps-like,other}
5485590	1638	CAIKWV010000196.1	1	1638	{Terpene}	{terpene}
5485597	2745	CAIKWV010000368.1	1	2745	{Terpene}	{terpene}
5485598	12086	CAIKWV010000403.1	1	12086	{Polyketide}	{polyketide,t3pks}
5485601	5053	CAIKWV010000505.1	1	5053	{RiPP}	{lanthipeptide-class-ii,ripp}
5485603	8695	CAIKWV010000514.1	1	8695	{Terpene}	{terpene}
5486105	17250	CAILBA010000072.1	1	17250	{Terpene}	{terpene}
5486109	16320	CAILBA010000117.1	1	16320	{Terpene}	{terpene}
5486111	18806	CAILBA010000197.1	1	18806	{Polyketide}	{polyketide,t3pks}
5486115	18978	CAILBA010000216.1	1	18978	{Terpene}	{terpene}
5486117	20649	CAILBA010000222.1	1	20649	{Polyketide}	{ladderane,polyketide}
5486844	21269	CAILFB010000043.1	68260	89528	{Terpene}	{terpene}
5486846	2861	CAILFB010000055.1	1	2861	{Terpene}	{terpene}
5486847	4657	CAILFB010000111.1	1	4657	{Terpene}	{terpene}
5486850	16919	CAILFB010000185.1	1	16919	{Polyketide}	{polyketide,t1pks}
5486852	20933	CAILFB010000201.1	35455	56387	{Terpene}	{terpene}
5487377	20666	CAILHQ010000015.1	1764	22429	{Terpene}	{terpene}
5487378	16574	CAILHQ010000016.1	1	16574	{RiPP,Terpene}	{ripp,terpene}
5487380	13224	CAILHQ010000018.1	18810	32033	{RiPP,Terpene}	{ripp,terpene}
5487384	24857	CAILHQ010000024.1	28610	53466	{NRP,Terpene}	{nrp,terpene}
5487385	41098	CAILHQ010000027.1	266075	307172	{Polyketide}	{polyketide,t3pks}
5487390	46651	CAILHQ010000035.1	24128	70778	{NRP}	{nrp,nrps}
5487831	20933	CAILIL010000003.1	7331	28263	{Terpene}	{terpene}
5487840	21269	CAILIL010000009.1	87654	108922	{Terpene}	{terpene}
5488396	20939	CAILJR010000012.1	826	21764	{Terpene}	{terpene}
5488399	46501	CAILJR010000054.1	69410	115910	{Polyketide}	{polyketide,t1pks}
5488401	32018	CAILJR010000068.1	1	32018	{Polyketide}	{polyketide,t3pks}
5488402	21236	CAILJR010000077.1	19816	41051	{Terpene}	{terpene}
5488812	3005	CAILMH010000308.1	1	3005	{Terpene}	{terpene}
5489296	31921	CAILTU010000011.1	1	31921	{NRP}	{nrp,nrps}
5489298	5530	CAILTU010000025.1	1	5530	{NRP}	{nrp,nrps-like}
5489299	12908	CAILTU010000052.1	1	12908	{Polyketide}	{ladderane,polyketide}
5489300	8196	CAILTU010000067.1	1	8196	{Terpene}	{terpene}
5489301	3287	CAILTU010000076.1	1	3287	{NRP}	{nrps}
5489302	25639	CAILTU010000080.1	1	25639	{NRP,Polyketide}	{nrp,t1pks}
5489303	2071	CAILTU010000086.1	1	2071	{NRP}	{nrps}
5489304	31663	CAILTU010000092.1	1	31663	{Polyketide}	{polyketide,t1pks}
5489308	14330	CAILTU010000165.1	18700	33029	{Terpene}	{terpene}
5489309	12433	CAILTU010000168.1	1	12433	{Terpene}	{terpene}
5489312	1635	CAILTU010000189.1	1	1635	{NRP}	{nrps-like}
5489666	3932	CAILZV010000015.1	1	3932	{Polyketide}	{polyketide,t1pks}
5489668	8498	CAILZV010000034.1	1	8498	{Polyketide}	{polyketide,t1pks}
5489669	2535	CAILZV010000142.1	1	2535	{Polyketide}	{t1pks}
5489670	22399	CAILZV010000155.1	1	22399	{NRP}	{nrp,nrps}
5489673	1835	CAILZV010000359.1	1	1835	{Terpene}	{terpene}
5489674	3009	CAILZV010000383.1	1	3009	{RiPP}	{ripp-like}
5489676	2304	CAILZV010000468.1	1	2304	{Other,Polyketide}	{other,t3pks}
5489678	1815	CAILZV010000506.1	1	1815	{Terpene}	{terpene}
5490213	5925	CAIMED010000019.1	1	5925	{Polyketide}	{polyketide,t3pks}
5490217	4201	CAIMED010000038.1	1	4201	{RiPP}	{ripp,rre-containing}
5490225	6857	CAIMED010000111.1	1	6857	{Terpene}	{terpene}
5490226	11056	CAIMED010000117.1	14909	25964	{RiPP}	{ripp-like}
5490229	12920	CAIMED010000148.1	1	12920	{Terpene}	{terpene}
5491132	3155	CAIMSC010000026.1	1	3155	{NRP}	{nrps-like}
5491142	7644	CAIMSC010000332.1	1	7644	{NRP}	{nrp,nrps}
5491146	13191	CAIMSC010000525.1	1	13191	{NRP}	{nrp,nrps}
5491151	1725	CAIMSC010000673.1	1	1725	{Polyketide}	{polyketide,t3pks}
5491152	8580	CAIMSC010000698.1	1	8580	{Terpene}	{terpene}
5491496	4728	CAIMVL010000328.1	1	4728	{Terpene}	{terpene}
5491497	3151	CAIMVL010000448.1	1	3151	{Terpene}	{terpene}
5491498	6093	CAIMVL010000603.1	1	6093	{NRP}	{nrps}
5492068	10496	CAIMXA010000022.1	1	10496	{Terpene}	{terpene}
5492070	1532	CAIMXA010000162.1	1	1532	{Terpene}	{terpene}
5492071	4379	CAIMXA010000197.1	1	4379	{RiPP}	{lanthipeptide-class-ii,ripp}
5492072	12095	CAIMXA010000218.1	1	12095	{Polyketide}	{polyketide,t3pks}
5492074	1638	CAIMXA010000327.1	1	1638	{Terpene}	{terpene}
5492077	5536	CAIMXA010000499.1	1	5536	{NRP,Polyketide}	{nrp,nrps-like,polyketide}
5492078	16440	CAIMXA010000607.1	1	16440	{NRP,Other}	{nrps-like,other}
5492662	10629	CAINAG010000021.1	1	10629	{Terpene}	{terpene}
5492671	10491	CAINAG010000124.1	1	10491	{Polyketide}	{polyketide,t1pks}
5492674	2872	CAINAG010000135.1	1	2872	{Terpene}	{terpene}
5492680	20933	CAINAG010000257.1	35450	56382	{Terpene}	{terpene}
5492685	14101	CAINAG010000269.1	76	14176	{NRP,Terpene}	{nrp,terpene}
5493528	49271	CAINGU010000012.1	8430	57700	{Other,Polyketide}	{hgle-ks,other}
5493531	27570	CAINGU010000014.1	21525	49094	{Terpene}	{terpene}
5493534	31111	CAINGU010000020.1	59018	90128	{NRP}	{nrp,nrps}
5493537	20291	CAINGU010000024.1	32163	52453	{RiPP}	{ripp,rre-containing}
5493539	20933	CAINGU010000026.1	10	20942	{Terpene}	{terpene}
5493551	42383	CAINGU010000037.1	39003	81385	{RiPP}	{lanthipeptide-class-v}
5493556	20261	CAINGU010000042.1	13801	34061	{RiPP}	{rre-containing}
5493561	47041	CAINGU010000073.1	1	47041	{RiPP,Saccharide}	{lanthipeptide-class-v,saccharide}
5493563	10792	CAINGU010000079.1	10457	21248	{RiPP}	{rre-containing}
5493565	81727	CAINGU010000082.1	94655	176381	{NRP,Other}	{nrp,nrps-like,other}
5493569	45979	CAINGU010000087.1	1	45979	{Other,Polyketide}	{hgle-ks,other,t1pks}
5493571	58895	CAINGU010000113.1	49941	108835	{NRP,Terpene}	{nrp,nrps-like,terpene}
5494102	20666	CAINPH010000023.1	1764	22429	{Terpene}	{terpene}
5494103	46651	CAINPH010000025.1	24128	70778	{NRP}	{nrp,nrps}
5494111	41098	CAINPH010000038.1	90212	131309	{Polyketide}	{polyketide,t3pks}
5494112	24857	CAINPH010000039.1	28609	53465	{NRP,Terpene}	{nrp,terpene}
5494114	16574	CAINPH010000042.1	1	16574	{RiPP,Terpene}	{ripp,terpene}
5494118	13225	CAINPH010000046.1	18810	32034	{RiPP,Terpene}	{ripp,terpene}
5494667	24857	CAINUV010000002.1	28610	53466	{NRP,Terpene}	{nrp,terpene}
5494671	41098	CAINUV010000009.1	90212	131309	{Polyketide}	{polyketide,t3pks}
5494675	20666	CAINUV010000018.1	1764	22429	{Terpene}	{terpene}
5494677	46651	CAINUV010000022.1	24128	70778	{NRP}	{nrp,nrps}
5494681	16574	CAINUV010000028.1	1	16574	{RiPP,Terpene}	{ripp,terpene}
5494687	13225	CAINUV010000047.1	18811	32035	{RiPP,Terpene}	{ripp,terpene}
5494998	7889	CAINUW010000289.1	1	7889	{RiPP}	{rre-containing}
5494999	2218	CAINUW010000425.1	1	2218	{Polyketide}	{polyketide,t3pks}
5495000	1601	CAINUW010000567.1	1	1601	{Terpene}	{terpene}
5495440	20933	CAINWI010000012.1	48447	69379	{Terpene}	{terpene}
5495443	21269	CAINWI010000018.1	87654	108922	{Terpene}	{terpene}
5495854	19613	CAINWT010000025.1	1	19613	{Polyketide}	{polyketide,t3pks}
5495857	46501	CAINWT010000039.1	18212	64712	{Polyketide}	{polyketide,t1pks}
5495861	16216	CAINWT010000039.1	134792	151007	{Terpene}	{terpene}
5495863	21236	CAINWT010000042.1	31622	52857	{Terpene}	{terpene}
5496347	11384	CAIOBR010000016.1	1	11384	{Terpene}	{terpene}
5496842	14599	CAIOCZ010000154.1	17064	31662	{Terpene}	{terpene}
5496844	4102	CAIOCZ010000163.1	1	4102	{RiPP}	{lassopeptide,ripp}
5496846	9536	CAIOCZ010000165.1	65437	74972	{RiPP}	{ripp-like}
5496848	11137	CAIOCZ010000167.1	21809	32945	{Terpene}	{terpene}
5496849	2063	CAIOCZ010000170.1	1	2063	{RiPP}	{ripp,rre-containing}
5496850	5925	CAIOCZ010000183.1	1	5925	{Polyketide}	{polyketide,t3pks}
5497522	22314	CAIOGZ010000009.1	9516	31829	{RiPP}	{lassopeptide,ripp}
5497523	20921	CAIOGZ010000012.1	8960	29880	{Terpene}	{terpene}
5497525	21314	CAIOGZ010000015.1	24450	45763	{Terpene}	{terpene}
5497527	34886	CAIOGZ010000017.1	1	34886	{Polyketide}	{polyketide,t3pks}
5497535	23686	CAIOGZ010000095.1	3	23688	{RiPP}	{lanthipeptide-class-ii,ripp}
5498053	41098	CAIOPL010000008.1	266075	307172	{Polyketide}	{polyketide,t3pks}
5498056	16574	CAIOPL010000014.1	1	16574	{RiPP,Terpene}	{ripp,terpene}
5498061	13225	CAIOPL010000031.1	18811	32035	{RiPP,Terpene}	{ripp,terpene}
5498062	24851	CAIOPL010000033.1	24184	49034	{NRP,Terpene}	{nrp,terpene}
5498067	20666	CAIOPL010000042.1	1764	22429	{Terpene}	{terpene}
5498069	46651	CAIOPL010000045.1	24128	70778	{NRP}	{nrp,nrps}
5498511	2711	CAIOXF010000050.1	1	2711	{Terpene}	{terpene}
5498514	13193	CAIOXF010000109.1	1	13193	{Terpene}	{terpene}
5498984	2465	CAIOXZ010000508.1	1	2465	{Terpene}	{terpene}
5499424	1909	CAIPDK010000300.1	1	1909	{Terpene}	{terpene}
5499425	3236	CAIPDK010000320.1	1	3236	{Terpene}	{terpene}
5499427	2252	CAIPDK010000459.1	1	2252	{RiPP}	{rre-containing}
5499874	20933	CAIPVN010000007.1	35703	56635	{Terpene}	{terpene}
5499878	21269	CAIPVN010000028.1	87654	108922	{Terpene}	{terpene}
5500377	14106	CAIPYC010000006.1	1	14106	{NRP}	{nrp,nrps-like}
5500380	13380	CAIPYC010000063.1	1	13380	{Terpene}	{terpene}
5500384	1669	CAIPYC010000105.1	1	1669	{NRP}	{nrps-like}
5500385	13489	CAIPYC010000111.1	7707	21195	{Terpene}	{terpene}
5500386	12243	CAIPYC010000126.1	1	12243	{Other,Polyketide}	{ladderane,other}
5500387	31918	CAIPYC010000128.1	1	31918	{NRP}	{nrp,nrps}
5500388	3287	CAIPYC010000141.1	1	3287	{NRP}	{nrps}
5500390	7492	CAIPYC010000190.1	1	7492	{NRP,Polyketide}	{nrp,t1pks}
5500391	18606	CAIPYC010000195.1	1	18606	{Polyketide}	{polyketide,t1pks}
5500392	14330	CAIPYC010000199.1	18695	33024	{Terpene}	{terpene}
5501023	20933	CAIQGS010000011.1	2201	23133	{Terpene}	{terpene}
5501030	2796	CAIQGS010000231.1	1	2796	{Other,Terpene}	{other,terpene}
5501031	14178	CAIQGS010000286.1	85942	100119	{Terpene}	{terpene}
5501464	20933	CAIQIA010000018.1	7331	28263	{Terpene}	{terpene}
5501465	21269	CAIQIA010000027.1	87654	108922	{Terpene}	{terpene}
5501965	5519	CAIQUF010000053.1	1	5519	{Terpene}	{terpene}
5501968	6533	CAIQUF010000072.1	1	6533	{Other,Polyketide}	{ladderane,other}
5501971	4646	CAIQUF010000133.1	1	4646	{NRP}	{nrp,nrps-like}
5501972	5582	CAIQUF010000194.1	1	5582	{Polyketide}	{polyketide,t3pks}
5501975	14599	CAIQUF010000299.1	1	14599	{Terpene}	{terpene}
5501978	2547	CAIQUF010000360.1	1	2547	{NRP}	{nrps}
5501979	11412	CAIQUF010000362.1	1	11412	{Terpene}	{terpene}
5503117	23217	CAIRPA010000003.1	25984	49200	{RiPP}	{proteusin,ripp,spliceotide}
5503118	29405	CAIRPA010000005.1	1708	31112	{NRP}	{nrp,nrps}
5503119	6380	CAIRPA010000017.1	1	6380	{Terpene}	{terpene}
5503120	2682	CAIRPA010000022.1	1	2682	{NRP}	{nrps-like}
5503122	16330	CAIRPA010000037.1	1	16330	{NRP}	{nrp,nrps-like}
5503123	31204	CAIRPA010000042.1	1	31204	{NRP,Polyketide}	{nrp,nrps,polyketide}
5503126	55762	CAIRPA010000053.1	1	55762	{NRP,Polyketide}	{nrp,nrps,t1pks}
5503127	1856	CAIRPA010000062.1	1	1856	{NRP}	{nrp,nrps-like}
5503129	23082	CAIRPA010000064.1	1	23082	{Other,Polyketide}	{other,t1pks}
5503132	22486	CAIRPA010000076.1	1	22486	{NRP}	{nrp,nrps}
5503134	2970	CAIRPA010000085.1	1	2970	{NRP}	{nrps}
5503135	15228	CAIRPA010000102.1	1	15228	{Saccharide,Terpene}	{saccharide,terpene}
5503136	4784	CAIRPA010000115.1	1	4784	{Polyketide}	{t1pks}
5503138	21874	CAIRPA010000130.1	1	21874	{NRP}	{nrp,nrps}
5503140	16565	CAIRPA010000136.1	1	16565	{NRP}	{nrp,nrps}
5503141	5205	CAIRPA010000139.1	1	5205	{NRP}	{nrp,nrps}
5503142	23939	CAIRPA010000143.1	1	23939	{RiPP}	{lanthipeptide-class-v}
5503144	30704	CAIRPA010000150.1	1	30704	{Polyketide}	{pks-like,polyketide,t1pks,t3pks}
5503148	28977	CAIRPA010000152.1	1	28977	{NRP}	{nrp,nrps}
5503150	3516	CAIRPA010000173.1	1	3516	{NRP}	{nrp,nrps}
5503152	5979	CAIRPA010000197.1	1	5979	{NRP}	{nrp,nrps-like}
5503154	25379	CAIRPA010000211.1	1	25379	{NRP}	{nrp,nrps-like}
5503158	23234	CAIRPA010000217.1	1	23234	{NRP,Polyketide}	{nrp,polyketide,t1pks}
5503160	34329	CAIRPA010000223.1	1	34329	{NRP}	{nrp,nrps-like}
5503164	26610	CAIRPA010000240.1	1	26610	{NRP}	{nrp,nrps-like}
5503168	24389	CAIRPA010000265.1	1	24389	{NRP}	{nrp,nrps}
5503171	43156	CAIRPA010000272.1	1	43156	{NRP}	{nrp,nrps}
5503173	22298	CAIRPA010000274.1	14021	36318	{RiPP}	{lap,ripp}
5503176	32081	CAIRPA010000315.1	1	32081	{Other,Polyketide}	{hgle-ks,other,t1pks}
5503178	22786	CAIRPA010000322.1	1	22786	{NRP}	{nrp,nrps-like}
5503180	31300	CAIRPA010000326.1	67758	99057	{NRP,Polyketide}	{nrp,nrps,polyketide,t1pks}
5503182	5791	CAIRPA010000339.1	1	5791	{Terpene}	{terpene}
5503185	29150	CAIRPA010000349.1	1	29150	{NRP}	{nrp,nrps}
5503680	20936	CAIRWM010000022.1	8904	29839	{Terpene}	{terpene}
5503684	13416	CAIRWM010000051.1	1	13416	{Terpene}	{terpene}
5504124	11972	CAISIH010000009.1	1	11972	{Terpene}	{terpene}
5504125	15293	CAISIH010000018.1	1	15293	{RiPP,Terpene}	{ripp,terpene}
5504126	10339	CAISIH010000072.1	1	10339	{Polyketide}	{polyketide,t3pks}
5504127	3479	CAISIH010000162.1	1	3479	{NRP}	{nrps}
5504128	11635	CAISIH010000231.1	1	11635	{Terpene}	{terpene}
5504129	25614	CAISIH010000260.1	1	25614	{Other,Polyketide}	{ladderane,other}
5504680	46651	CAISKX010000020.1	24128	70778	{NRP}	{nrp,nrps}
5504683	21268	CAISKX010000077.1	1	21268	{Polyketide}	{polyketide,t3pks}
5504684	24851	CAISKX010000091.1	17520	42370	{NRP,Terpene}	{nrp,terpene}
5504685	20644	CAISKX010000092.1	1708	22351	{Terpene}	{terpene}
5504686	16559	CAISKX010000105.1	1	16559	{RiPP,Terpene}	{ripp,terpene}
5505226	32313	CAISPN010000015.1	1	32313	{Polyketide}	{ladderane,polyketide}
5505228	18356	CAISPN010000047.1	1	18356	{Terpene}	{terpene}
5505229	21905	CAISPN010000066.1	1468	23372	{RiPP,Terpene}	{ripp,terpene}
5505230	20410	CAISPN010000081.1	1	20410	{NRP}	{nrp,nrps-like}
5505231	20810	CAISPN010000105.1	1381	22190	{Terpene}	{terpene}
5505232	22951	CAISPN010000113.1	1	22951	{Polyketide}	{polyketide,t3pks}
5505233	18613	CAISPN010000116.1	1	18613	{RiPP}	{thioamitides}
5505578	15832	CAISRT010000050.1	1	15832	{Terpene}	{terpene}
5505579	15487	CAISRT010000094.1	1	15487	{Terpene}	{terpene}
5506259	5012	CAISWB010000646.1	1	5012	{Terpene}	{terpene}
5506262	4482	CAISWB010000791.1	1	4482	{Polyketide}	{polyketide,t3pks}
5506765	2356	CAISZF010000038.1	1	2356	{NRP}	{nrps}
5506767	2109	CAISZF010000159.1	1	2109	{RiPP}	{cyanobactin}
5506768	2594	CAISZF010000224.1	1	2594	{Polyketide}	{hgle-ks}
5506770	2837	CAISZF010000262.1	1	2837	{Polyketide}	{hgle-ks}
5506772	4769	CAISZF010000515.1	1	4769	{NRP}	{nrps}
5506773	2290	CAISZF010000541.1	1	2290	{RiPP}	{cyanobactin}
5506774	3421	CAISZF010000542.1	1	3421	{Terpene}	{terpene}
5506775	2337	CAISZF010000584.1	1	2337	{Polyketide}	{t1pks}
5506776	2274	CAISZF010000588.1	1	2274	{NRP,Polyketide}	{nrp,nrps-like,polyketide}
5506784	1913	CAISZF010000780.1	1	1913	{Terpene}	{terpene}
5506785	5869	CAISZF010000833.1	1	5869	{NRP}	{nrp,nrps}
5506786	1501	CAISZF010000843.1	1	1501	{Terpene}	{terpene}
5506788	3909	CAISZF010000910.1	1	3909	{NRP}	{napaa}
5506789	3367	CAISZF010000974.1	1	3367	{Polyketide}	{hgle-ks}
5507294	11028	CAITFR010000119.1	1	11028	{Terpene}	{terpene}
5507297	15000	CAITFR010000205.1	1	15000	{Polyketide}	{polyketide,t3pks}
5507298	11545	CAITFR010000266.1	1	11545	{Terpene}	{terpene}
5507301	6601	CAITFR010000283.1	1	6601	{Polyketide}	{ladderane,polyketide}
5507302	6372	CAITFR010000475.1	1	6372	{Terpene}	{terpene}
5507603	2427	CAITOU010000041.1	1	2427	{NRP}	{nrps}
5507605	1517	CAITOU010000086.1	1	1517	{NRP}	{nrps}
5507609	2430	CAITOU010000332.1	1	2430	{NRP}	{nrps}
5507611	3253	CAITOU010000351.1	1	3253	{RiPP}	{ripp-like}
5507612	1555	CAITOU010000373.1	1	1555	{NRP}	{nrps}
5507616	1788	CAITOU010000522.1	1	1788	{Terpene}	{terpene}
5507617	2873	CAITOU010000523.1	1	2873	{Polyketide}	{polyketide,t3pks}
5508094	5124	CAITZL010000015.1	1	5124	{Terpene}	{terpene}
5508096	6719	CAITZL010000094.1	1	6719	{Terpene}	{terpene}
5508097	9609	CAITZL010000241.1	1	9609	{Terpene}	{terpene}
5508738	28658	CAIUMG010000032.1	740	29397	{Polyketide}	{polyketide,t1pks}
5508742	14535	CAIUMG010000040.1	1	14535	{Terpene}	{terpene}
5508744	23409	CAIUMG010000082.1	22144	45552	{Polyketide}	{polyketide,t3pks}
5508746	11986	CAIUMG010000103.1	1	11986	{Terpene}	{terpene}
5509188	2146	CAIUQY010000259.1	1	2146	{Terpene}	{terpene}
5509189	6690	CAIUQY010000264.1	1	6690	{Terpene}	{terpene}
5509195	3096	CAIUQY010000479.1	1	3096	{NRP}	{nrps}
5509196	3718	CAIUQY010000505.1	1	3718	{Polyketide}	{ladderane,polyketide}
5510369	43168	CAIVAU010000005.1	31020	74187	{NRP}	{nrp,nrps-like}
5510373	23079	CAIVAU010000019.1	1	23079	{Other,Polyketide}	{other,t1pks}
5510375	2173	CAIVAU010000042.1	1	2173	{NRP}	{nrp,nrps-like}
5510376	42817	CAIVAU010000061.1	36747	79563	{NRP}	{nrp,nrps-like}
5510378	29629	CAIVAU010000063.1	1	29629	{NRP}	{nrp,nrps}
5510381	4993	CAIVAU010000070.1	1	4993	{NRP}	{nrp,nrps}
5510382	27767	CAIVAU010000081.1	1	27767	{NRP}	{nrp,nrps}
5510383	16801	CAIVAU010000086.1	24679	41479	{Saccharide,Terpene}	{saccharide,terpene}
5510386	14662	CAIVAU010000108.1	54053	68714	{Terpene}	{terpene}
5510387	23068	CAIVAU010000112.1	1	23068	{RiPP}	{proteusin,ripp,spliceotide}
5510388	31271	CAIVAU010000113.1	67687	98957	{NRP,Polyketide}	{nrp,nrps,polyketide,t1pks}
5510389	49891	CAIVAU010000116.1	157685	207575	{NRP,Polyketide}	{nrp,nrps,polyketide,t1pks}
5510392	25730	CAIVAU010000118.1	1	25730	{Polyketide}	{polyketide,t1pks,t3pks}
5510395	21482	CAIVAU010000140.1	1	21482	{Polyketide}	{pks-like,polyketide,t1pks,t3pks}
5510397	43591	CAIVAU010000141.1	31706	75296	{NRP}	{nrp,nrps-like}
5510401	16194	CAIVAU010000142.1	1	16194	{NRP}	{nrp,nrps-like}
5510403	18793	CAIVAU010000146.1	3	18795	{RiPP,Terpene}	{ripp,terpene}
5510406	23282	CAIVAU010000148.1	1	23282	{Other,Polyketide}	{hgle-ks,other,t1pks}
5510409	18190	CAIVAU010000155.1	1	18190	{NRP}	{nrp,nrps}
5510418	29169	CAIVAU010000178.1	20758	49926	{NRP}	{nrp,nrps}
5510423	2605	CAIVAU010000184.1	1	2605	{NRP}	{nrps}
5510425	29405	CAIVAU010000208.1	1708	31112	{NRP}	{nrp,nrps}
5510428	28408	CAIVAU010000209.1	29299	57706	{RiPP,Saccharide}	{lap,saccharide}
5510430	34385	CAIVAU010000222.1	1738	36122	{NRP}	{nrp,nrps}
5510431	35260	CAIVAU010000233.1	1	35260	{NRP}	{nrp,nrps}
5510434	65482	CAIVAU010000259.1	112091	177572	{NRP,Polyketide}	{nrp,nrps,t1pks}
5510438	26189	CAIVAU010000263.1	1	26189	{NRP,Polyketide}	{nrp,nrps,t1pks}
5510442	42746	CAIVAU010000267.1	24354	67099	{NRP}	{nrp,nrps-like}
5511051	13334	CAIVFS010000032.1	1	13334	{Polyketide}	{polyketide,t3pks}
5511056	17847	CAIVFS010000102.1	1	17847	{Terpene}	{terpene}
5511064	28142	CAIVFS010000175.1	40336	68477	{Polyketide}	{polyketide,t1pks}
5511066	15790	CAIVFS010000247.1	1	15790	{Terpene}	{terpene}
5511435	2978	CAIVSA010000185.1	1	2978	{Polyketide}	{polyketide,t3pks}
5511436	9045	CAIVSA010000210.1	1	9045	{NRP}	{nrp,nrps}
5511439	4848	CAIVSA010000254.1	1	4848	{NRP}	{nrps}
5511440	1695	CAIVSA010000305.1	1	1695	{Polyketide}	{t1pks}
5511443	2085	CAIVSA010000331.1	1	2085	{NRP}	{nrps-like}
5511444	9762	CAIVSA010000447.1	1	9762	{Polyketide}	{polyketide,t1pks}
5511450	13419	CAIVSA010000537.1	1	13419	{NRP}	{nrp,nrps}
5511452	2246	CAIVSA010000576.1	1	2246	{NRP}	{nrps}
5511879	20810	CAIVVJ010000026.1	21833	42642	{Terpene}	{terpene}
5511882	10782	CAIVVJ010000085.1	1	10782	{Polyketide}	{polyketide,t3pks}
5511883	11612	CAIVVJ010000102.1	1	11612	{NRP}	{nrp,nrps-like}
5511884	10593	CAIVVJ010000139.1	1	10593	{RiPP,Terpene}	{ripp,terpene}
5511887	10958	CAIVVJ010000143.1	13711	24668	{Terpene}	{terpene}
5511888	7972	CAIVVJ010000171.1	1	7972	{Other,Polyketide}	{ladderane,other}
5511889	13981	CAIVVJ010000212.1	1	13981	{Terpene}	{terpene}
5512396	25061	CAIWES010000036.1	1	25061	{NRP}	{nrp,nrps-like}
5512398	1615	CAIWES010000048.1	1	1615	{NRP}	{nrps-like}
5512399	25639	CAIWES010000049.1	1	25639	{NRP,Polyketide}	{nrp,t1pks}
5512401	2071	CAIWES010000069.1	1	2071	{NRP}	{nrps}
5512404	14330	CAIWES010000112.1	18695	33024	{Terpene}	{terpene}
5512406	12665	CAIWES010000117.1	1	12665	{Terpene}	{terpene}
5512407	7557	CAIWES010000122.1	1	7557	{Polyketide}	{ladderane,polyketide}
5512408	31921	CAIWES010000123.1	1	31921	{NRP}	{nrp,nrps}
5512412	3287	CAIWES010000134.1	1	3287	{NRP}	{nrps}
5512413	17183	CAIWES010000154.1	1	17183	{Terpene}	{terpene}
5512416	31663	CAIWES010000228.1	1	31663	{Polyketide}	{polyketide,t1pks}
5512804	3049	CAIWIR010000195.1	1	3049	{Terpene}	{terpene}
5512806	8930	CAIWIR010000272.1	1	8930	{Terpene}	{terpene}
5512807	3859	CAIWIR010000288.1	1	3859	{Other,Polyketide}	{ladderane,other}
5512810	1896	CAIWIR010000448.1	1	1896	{Polyketide}	{t1pks}
5512811	6035	CAIWIR010000464.1	1	6035	{NRP}	{nrp,nrps}
5512813	1679	CAIWIR010000475.1	1	1679	{NRP}	{nrps-like}
5512815	2363	CAIWIR010000542.1	1	2363	{Terpene}	{terpene}
5513414	2813	CAIWKG010000013.1	1	2813	{Polyketide}	{polyketide,t3pks}
5513415	20951	CAIWKG010000035.1	9522	30472	{Terpene}	{terpene}
5513423	26972	CAIWKG010000061.1	51978	78949	{NRP}	{nrp,nrps}
5513426	11146	CAIWKG010000073.1	10761	21906	{RiPP}	{ripp-like}
5513429	21338	CAIWKG010000120.1	42087	63424	{Terpene}	{terpene}
