"region_gene_id"	"bgc_id"	"region_length"	"contig_name"	"region_start_nt"	"region_end_nt"	"bgc_annotation_id"	"region_class"	"region_category"
457822242	2376066	16532	NZ_JACSWC010000396.1	31300	47831	11327767	terpene	NA
459615259	2385800	10706	NZ_JAALHA010000167.1	1	10706	11374014	nrps	NA
463678920	2406418	21269	NZ_PGON01000003.1	159943	181211	11472051	terpene	NA
466964938	2423043	20819	NZ_BLAY01000049.1	7073	27891	11551312	terpene	NA
467618022	2427022	11538	NZ_JAIVFR010000096.1	1	11538	11570358	nrps	NA
473461045	2458598	42329	NZ_JAMQOK010000013.1	79952	122280	11720497	lanthipeptide-class-v	NA
474818482	2465380	41098	NZ_JAGQCI010000001.1	88886	129983	11752842	t3pks	NA
476097394	2472098	41053	NZ_JAHLZA010000037.1	104552	145604	11784781	t3pks	NA
481803390	2499726	8708	NZ_JAOKRD010000025.1	1	8708	11916657	terpene	NA
482012688	2501039	11457	NZ_JAQMSR010000270.1	1	11457	11922855	"[""nrps-like"", ""t1pks""]"	NA
482064208	2501363	17693	NZ_JAQMSY010000250.1	1	17693	11924397	terpene	NA
482094991	2501537	12184	NZ_JAQMTB010000089.1	1	12184	11925216	terpene	NA
482114843	2501681	52032	NZ_JAQMUC010000014.1	4405	56436	11925891	"[""hgle-ks"", ""t1pks""]"	NA
482120846	2501718	7700	NZ_JAQMTK010000252.1	1	7700	11926062	lap	NA
482134770	2501804	14147	NZ_JAQMSE010000220.1	24155	38301	11926489	terpene	NA
482150166	2501912	10970	NZ_JAQMUD010000163.1	3633	14602	11926999	cyanobactin	NA
482154330	2501945	83923	NZ_JAQMSF010000163.1	13614	97536	11927158	"[""t1pks"", ""nrps"", ""nrps-like""]"	NA
482157830	2501961	23019	NZ_JAQMTW010000201.1	1	23019	11927243	lanthipeptide-class-v	NA
482217194	2502324	50230	NZ_JAQMUA010000320.1	1	50230	11929012	"[""nrps-like"", ""nrps"", ""cyanobactin""]"	NA
1946455821	12043167	16781	JADBSU010000377.1	1	16781	56561688	terpene	NA
1946504840	12043479	10159	JAJTHP010000171.1	1	10159	56563191	t3pks	NA
494398695	2566357	20703	HE972560.1	71069	91771	12232173	terpene	NA
494417936	2566484	22045	HE973584.1	10675	32719	12232751	cyanobactin	NA
497695533	2585495	22543	KE384697.1	11726	34268	12315633	lanthipeptide-class-v	NA
524533373	2726716	17728	JXYX01000009.1	1	17728	12971439	lanthipeptide-class-ii	NA
532035704	2772159	53981	MTAX01000072.1	1	53981	13173148	"[""nrps"", ""t1pks"", ""nrps-like""]"	NA
532641648	2776424	21754	NOLI01000131.1	1	21754	13192299	nrps	NA
539880129	2833249	42689	LAGZ01000018.1	5332	48020	13434798	lanthipeptide-class-v	NA
539881387	2833253	45928	LAGY01000029.1	6171	52098	13434818	nrps	NA
539886794	2833274	24869	LAHJ01000087.1	1	24869	13434925	nrps-like	NA
543072748	2854180	22753	PXPV01000154.1	21839	44591	13527321	"[""lassopeptide"", ""rre-containing""]"	NA
543076569	2854214	16881	PXQC01000206.1	20970	37850	13527484	nrps-independent-siderophore	NA
546486547	2880521	18617	QQWE01000001.1	207547	226163	13643778	terpene	NA
546487813	2880533	56772	QQWE01000001.1	776072	832843	13643827	"[""terpene"", ""resorcinol""]"	NA
547556289	2887565	8505	DLZW01000319.1	1	8505	13677198	terpene	NA
548342294	2895222	31582	DNOV01000179.1	1	31582	13713286	t1pks	NA
548374249	2895594	22289	DNYY01000174.1	2001	24289	13715041	lap	NA
548512920	2897000	64753	DOPZ01000042.1	14321	79073	13721651	"[""t1pks"", ""nrps"", ""hgle-ks""]"	NA
550294045	2909229	44813	RSCN01000042.1	8871	53683	13779080	"[""nrps"", ""t1pks""]"	NA
550312579	2909332	42194	AP018269.1	144243	186436	13779567	nrps-like	NA
550313705	2909337	43473	AP018269.1	904980	948452	13779591	mycosporine-like	NA
550314146	2909340	41146	AP018269.1	1030897	1072042	13779603	ladderane	NA
550314622	2909342	76778	AP018269.1	1949604	2026381	13779613	lanthipeptide-class-v	NA
550315499	2909344	45573	AP018269.1	2065889	2111461	13779624	nrps	NA
550316124	2909345	48791	AP018269.1	2304332	2353122	13779631	"[""hgle-ks"", ""t1pks""]"	NA
550317014	2909349	51554	AP018269.1	2466582	2518135	13779651	"[""t1pks"", ""t3pks""]"	NA
550317510	2909350	41083	AP018269.1	2574046	2615128	13779656	other	NA
550317726	2909351	80278	AP018269.1	3043210	3123487	13779660	"[""nrp-metallophore"", ""nrps""]"	NA
550318252	2909352	23339	AP018269.1	3195436	3218774	13779665	lanthipeptide-class-ii	NA
550318554	2909354	21083	AP018269.1	3269932	3291014	13779675	indole	NA
550318685	2909355	20962	AP018269.1	3352287	3373248	13779678	microviridin	NA
550318800	2909356	41347	AP018269.1	3476163	3517509	13779682	nrps-like	NA
550319107	2909357	42077	AP018269.1	3572123	3614199	13779687	lanthipeptide-class-v	NA
550319355	2909358	21460	AP018269.1	4076845	4098304	13779692	terpene	NA
550319667	2909360	22352	AP018269.1	4426519	4448870	13779702	"[""cyanobactin"", ""ripp-like""]"	NA
550319861	2909362	46564	AP018269.1	5056725	5103288	13779712	nrps	NA
550320175	2909363	42775	AP018269.1	5212165	5254939	13779717	nrps-like	NA
550320437	2909364	20175	AP018269.1	5356144	5376318	13779722	terpene	NA
550320777	2909367	52287	AP018269.1	6268403	6320689	13779736	"[""hgle-ks"", ""t1pks""]"	NA
550321127	2909368	20933	AP018269.1	6329764	6350696	13779741	terpene	NA
550321245	2909369	22301	AP018269.1	6391756	6414056	13779745	lap	NA
550321564	2909371	42299	AP018269.1	6622602	6664900	13779755	lanthipeptide-class-v	NA
551410270	2917009	36545	RDXX01000073.1	16572	53116	13814277	mycosporine-like	NA
551411509	2917015	20903	RDXJ01000011.1	95160	116062	13814305	terpene	NA
554186030	2936947	73870	VLKB01000008.1	1717170	1791039	13904489	"[""nrp-metallophore"", ""nrps"", ""t1pks""]"	NA
554187050	2936951	23586	VLKB01000008.1	1806590	1830175	13904504	"[""proteusin"", ""lanthipeptide-class-ii""]"	NA
554188177	2936958	77820	VLKB01000008.1	2028142	2105961	13904536	nrps	NA
554189189	2936964	34327	VLKB01000008.1	2154942	2189268	13904561	"[""nrps-like"", ""t1pks"", ""nrps""]"	NA
561809333	2988255	20822	QMEC01000002.1	87373	108194	14136347	terpene	NA
588175557	3173788	140950	JAGTJT010000001.1	1349989	1490938	14968101	"[""nrps"", ""t1pks"", ""nrps-like"", ""nrp-metallophore""]"	NA
588186953	3173841	21743	JAGTJT010000001.1	2268779	2290521	14968346	"[""spliceotide"", ""rre-containing""]"	NA
588189977	3173850	61106	JAGTJT010000001.1	3253013	3314118	14968388	"[""t1pks"", ""nrps""]"	NA
588194870	3173871	38947	JAGTJT010000001.1	4210927	4249873	14968478	"[""thiopeptide"", ""cyanobactin""]"	NA
588196692	3173885	20483	JAGTJT010000001.1	4532199	4552681	14968532	rre-containing	NA
588198245	3173891	45247	JAGTJT010000001.1	5007561	5052807	14968554	nrps-like	NA
588201228	3173909	20930	JAGTJT010000001.1	6355382	6376311	14968632	terpene	NA
626345926	3422467	20825	LR213789.1	18510	39334	16083110	terpene	NA
626350037	3422500	14241	LR213946.1	1	14241	16083277	nrps	NA
635307930	3482245	41341	NZ_LAGX01000020.1	1	41341	16342015	lanthipeptide-class-v	NA
635338715	3482408	93845	NZ_LAHC01000004.1	53262	147106	16342805	"[""nrps"", ""t1pks""]"	NA
635368056	3482566	13679	NZ_LAHE01000183.1	1	13679	16343577	nrps-like	NA
635998061	3486060	22649	NZ_NHAD01000049.1	21660	44308	16360226	lassopeptide	NA
636033824	3486268	3398	NZ_NMQF01000677.1	1	3398	16361231	nrps	NA
636036548	3486278	20933	NZ_NHAI01000108.1	43759	64691	16361286	terpene	NA
636045850	3486321	21370	NZ_NMQA01000125.1	1	21370	16361504	"[""nrps"", ""t1pks""]"	NA
637214941	3493083	59806	NZ_PVWG01000025.1	1	59806	16393622	"[""nrps"", ""t1pks"", ""nrps-like""]"	NA
913452920	5400329	16665	CANHDI010000001.1	50838	67502	25193513	terpene	NA
914200470	5404801	12379	CANLUB010000127.1	1	12379	25213978	"[""nrps-like"", ""t1pks""]"	NA
914578328	5407042	14519	CANMAR010000122.1	1	14519	25224237	terpene	NA
914579932	5407055	6565	CANMAR010000259.1	1	6565	25224299	cyanobactin	NA
927537061	5481925	5485	CAIJJB010000406.1	1	5485	25569169	t3pks	NA
928185379	5485603	8695	CAIKWV010000514.1	1	8695	25586106	terpene	NA
929588928	5493565	81727	CAINGU010000082.1	94655	176381	25622676	nrps-like	NA
929785618	5494675	20666	CAINUV010000018.1	1764	22429	25627776	terpene	NA
929987318	5495854	19613	CAINWT010000025.1	1	19613	25633183	t3pks	NA
930598199	5499424	1909	CAIPDK010000300.1	1	1909	25649495	terpene	NA
932012207	5507609	2430	CAITOU010000332.1	1	2430	25686877	nrps	NA
934107952	5519628	4738	CAIYLM010000239.1	1	4738	25741988	t3pks	NA
934573696	5522267	5967	CAIZKS010000198.1	1	5967	25754048	hgle-ks	NA
938626749	5545514	20969	JACAEU010000127.1	6489	27457	25861418	terpene	NA
1224177074	7321035	19742	JNAM01000007.1	66920	86661	34191224	terpene	NA
1296106078	7760676	25369	JACJTL010000040.1	19002	44370	36333220	lanthipeptide-class-v	NA
1300265787	7787377	44431	BJCD01000032.1	43050	87480	36461994	nrps	NA
1319784753	7913797	4658	CALFDN010000010.1	1	4658	37070142	terpene	NA
1321202797	7925269	34863	AAVU01000047.1	13073	47935	37119947	cyanobactin	NA
1321806567	7930074	6487	CALLPS010000385.1	1	6487	37140869	"[""nrps-like"", ""t1pks""]"	NA
1321843711	7930344	3922	AAXW01000123.1	1	3922	37142075	nrps	NA
1323407921	7941974	26040	JAHHGV010000037.1	47386	73425	37193032	"[""terpene"", ""microviridin""]"	NA
1329540606	7990617	36647	MBQX01000086.1	1	36647	37408025	lanthipeptide-class-v	NA
1330042777	7994583	19840	CALBPH010000001.1	1	19840	37425628	"[""t1pks"", ""nrps""]"	NA
1334381718	8029669	15071	CAQL01000409.1	1	15071	37578813	t1pks	NA
1338230455	8059292	13943	CAKZYI010000193.1	1	13943	37709299	lanthipeptide-class-ii	NA
1342128207	8086753	42611	MTPU01000058.1	79533	122143	37831036	lanthipeptide-class-v	NA
1342499165	8089460	37828	LMTZ01000164.1	12208	50035	37843146	lanthipeptide-class-v	NA
1359523193	8201921	34620	JADEWV010000052.1	1	34620	38354633	resorcinol	NA
1368969379	8268207	3544	CAJQOK010000515.1	1	3544	38649797	nrps	NA
1369148276	8269521	60787	JADEXU010000032.1	1	60787	38655535	"[""t1pks"", ""nrps"", ""hgle-ks""]"	NA
1369614865	8273028	13465	CACBAW010000023.1	1724	15188	38670909	terpene	NA
1369880942	8274981	17957	JAHHIK010000003.1	1	17957	38679307	terpene	NA
1370204502	8277475	36427	JADEXB010000019.1	1	36427	38690080	nrps	NA
1372206193	8292060	3340	CALLPZ010000159.1	1	3340	38753483	terpene	NA
1376668877	8324586	16471	NRTA01000066.1	1	16471	38898335	terpene	NA
1383141646	8377016	20282	NZVB01000036.1	83334	103615	39129799	rre-containing	NA
1396671267	8503497	21212	QCEE01000009.1	18661	39872	39683115	terpene	NA
1398110941	8517144	22369	JAHCMI010000013.1	80211	102579	39741418	lassopeptide	NA
1399592685	8530140	7406	SFAX01000079.1	1	7406	39797753	nrps	NA
1399724804	8531115	16848	SFAZ01000341.1	1	16848	39802019	lanthipeptide-class-v	NA
1400121779	8534613	14356	JADBUA010000242.1	1	14356	39817151	lap	NA
1400387628	8536740	18322	JADBSV010000217.1	20395	38716	39826345	microviridin	NA
1400530786	8537945	4086	SFAK01000033.1	1	4086	39831598	lanthipeptide-class-v	NA
1400618303	8538678	25329	SFAI01000135.1	55872	81200	39834820	t1pks	NA
1401162234	8543311	63371	SFAE01000015.1	1	63371	39855116	"[""nrps"", ""microviridin""]"	NA
1402302480	8553338	2592	JAOKRD010000062.1	1	2592	39898982	rre-containing	NA
1402996512	8558726	21212	PGOQ01000003.1	35548	56759	39922886	terpene	NA
1403608650	8563422	20936	JAHLYO010000011.1	8154	29089	39943671	terpene	NA
1403749323	8564417	21911	JAQMTQ010000069.1	84787	106697	39948056	terpene	NA
1403749517	8564419	44749	JAQMTQ010000069.1	109012	153760	39948063	nrps-like	NA
1403863169	8565278	35049	JAQMSM010000263.1	1429	36477	39951904	nrps	NA
1404157887	8567529	20996	JAHHHU010000004.1	47187	68182	39961917	terpene	NA
1404158078	8567530	42475	JAHHHU010000004.1	231299	273773	39961921	nrps-like	NA
1404175007	8567667	24680	JAQMTK010000340.1	1	24680	39962547	nrps	NA
1404367044	8569242	20933	JAQMSH010000201.1	4941	25873	39969523	terpene	NA
1404694457	8571827	57742	JAHHHG010000102.1	1	57742	39980832	"[""nrps"", ""t1pks""]"	NA
1404876333	8573306	3027	PULD01000260.1	1	3027	39987344	nrps	NA
1405254646	8576463	13714	JAQMSD010000084.1	1	13714	40001373	nrps-like	NA
1405639252	8579614	21985	JAQMSX010000196.1	1	21985	40015190	"[""t3pks"", ""t1pks""]"	NA
1406096438	8583334	3545	JAQMTJ010000168.1	1	3545	40031562	terpene	NA
1406260172	8584782	40756	JAQMTX010000071.1	1	40756	40037896	"[""nrps"", ""betalactone"", ""microviridin""]"	NA
1411831403	8627123	20909	QCNK01000003.1	17354	38262	40223682	terpene	NA
1412205691	8629950	20948	JAGQBJ010000006.1	23187	44134	40235918	terpene	NA
1412488287	8632074	21284	QCOZ01000007.1	5027	26310	40245131	terpene	NA
1413114170	8637195	20909	UCNI01000006.1	504690	525598	40267110	terpene	NA
1413318531	8638797	17181	UCNZ01000018.1	1	17181	40274047	terpene	NA
1414772028	8649608	4072	JACYLR010000055.1	1	4072	40320996	terpene	NA
1415230500	8652936	4542	JAKOGY010000339.1	1	4542	40335620	lanthipeptide-class-v	NA
1415250460	8653110	6127	DVEE01000069.1	1	6127	40336385	"[""t1pks"", ""nrps-like""]"	NA
1415488535	8654810	10910	JAKOGZ010000196.1	1	10910	40343969	lanthipeptide-class-ii	NA
1415863608	8657504	49947	DVDT01000090.1	7605	57551	40355816	"[""thiopeptide"", ""lap""]"	NA
1416033887	8658775	19696	JAKOGR010000083.1	1	19696	40361389	cyanobactin	NA
1416756544	8663956	39663	JACJSJ010000017.1	76258	115920	40384131	"[""hgle-ks"", ""t1pks""]"	NA
1416762551	8663993	9137	JACJSJ010000123.1	1	9137	40384296	nrps-independent-siderophore	NA
1417106819	8666501	10900	CANHSW010000005.1	7902	18801	40395349	ripp-like	NA
1417207212	8667186	15592	JACKZR010000824.1	1	15592	40398347	"[""nrps"", ""nrps-like""]"	NA
1417319207	8668016	12680	JACKZN010000196.1	1	12680	40401956	terpene	NA
1417495554	8669390	20861	CALIDI010000027.1	14822	35682	40408003	terpene	NA
1417522643	8669584	31553	CANHWO010000020.1	1	31553	40408831	lanthipeptide-class-v	NA
1417957021	8672633	20453	JACJTQ010000010.1	93093	113545	40422196	rre-containing	NA
1417961307	8672681	32849	JACJTQ010000045.1	8202	41050	40422402	nrps-like	NA
1418109106	8673805	21261	JACJTU010000015.1	162052	183312	40427300	lanthipeptide-class-ii	NA
1418356735	8675586	7226	CALKCV010000542.1	1	7226	40435118	mycosporine-like	NA
1418436778	8676239	21260	JAJEEX010000134.1	27710	48969	40437988	terpene	NA
1418850526	8679098	20927	CAIZXA010000027.1	7461	28387	40450553	terpene	NA
1419262240	8682294	4013	JACJUP010000632.1	1	4013	40464637	rre-containing	NA
1419336557	8682843	11114	CAJATR010000030.1	2143	13256	40467039	rre-containing	NA
1422891962	8708253	11514	QCIJ01000024.1	1	11514	40579065	terpene	NA
1423844974	8714770	23871	CACA01000374.1	8369	32239	40609258	"[""proteusin"", ""lanthipeptide-class-ii""]"	NA
1445151943	8849680	15655	QCDN01000006.1	36591	52245	41233183	terpene	NA
1465875561	8984101	11405	AUZM01000121.1	1	11405	41863296	nrps	NA
1474373789	9038669	21908	QQWC01000005.1	229757	251664	42116493	terpene	NA
1474374457	9038673	22162	QQWC01000005.1	401223	423384	42116511	cyanobactin	NA
1505933366	9240502	20279	JNBB01000012.1	10063	30341	43069634	rre-containing	NA
1507332643	9249559	21287	QJUE01000002.1	350296	371582	43113243	terpene	NA
1507530862	9250853	21177	QCVD01000026.1	6361	27537	43119462	t3pks	NA
1508489476	9256922	16107	QCUB01000020.1	7929	24035	43148313	terpene	NA
1581929274	9730865	19037	SFCA01000222.1	1	19037	45450279	lanthipeptide-class-v	NA
1582028857	9731496	37480	SFBX01000074.1	44227	81706	45453345	nrps	NA
1582029597	9731504	19269	SFBX01000181.1	13774	33042	45453382	terpene	NA
1582501614	9734488	48175	SFBO01000048.1	1	48175	45467887	"[""nrp-metallophore"", ""nrps"", ""t1pks""]"	NA
1632006956	10052946	23712	JABBYQ010000064.1	71690	95401	47012055	lap	NA
1682774209	10381585	2418	JAAHGG010001035.1	1	2418	48603689	nrps-like	NA
1682774511	10381600	1499	JAAHGG010002100.1	1	1499	48603753	t1pks	NA
1736945429	10740436	20930	JACJPB010000041.1	161216	182145	50338904	terpene	NA
1737265204	10742525	20816	JACJPI010000042.1	257275	278090	50348988	terpene	NA
1737628886	10745111	41849	JACJPZ010000042.1	2094	43942	50361437	lanthipeptide-class-v	NA
1738706291	10752027	70812	JACJRQ010000003.1	38405	109216	50394632	"[""nrps"", ""betalactone""]"	NA
1738707793	10752031	41353	JACJRQ010000003.1	209358	250710	50394650	"[""thiopeptide"", ""thioamitides""]"	NA
1740016178	10760585	42165	JACJTM010000004.1	86201	128365	50435791	lanthipeptide-class-v	NA
1740136776	10761307	84946	JACJTR010000005.1	66799	151744	50439268	"[""nrp-metallophore"", ""nrps"", ""t1pks""]"	NA
1740205080	10761683	42703	JACJTT010000012.1	78987	121689	50441072	nrps-like	NA
1764527276	10924366	3581	JADEXW010000596.1	1	3581	51221690	terpene	NA
1764835530	10926451	31638	JADEWL010000079.1	1	31638	51231694	nrps	NA
1769466397	10951221	10580	CWat_WH0401_DRAFT_contig00892	1	10580	51349924	nrps	NA
1769654864	10952211	42778	ITZX_scaf_82	59151	101928	51354662	nrps-like	NA
1774539039	10976812	20150	CAIN01000055	19813	39962	51472181	microviridin	NA
1775881801	10983551	13822	CAIJ01000114	2524	16345	51504418	terpene	NA
1775884743	10983569	12446	CAIJ01000417	1	12446	51504507	terpene	NA
1786382322	11035919	14134	Ga0077794_1052	1	14134	51753763	"[""nrps"", ""t1pks""]"	NA
1812269583	11179115	44686	Ga0336786_041	1	44686	52435382	nrps	NA
1812487330	11180251	7600	Ga0339042_415	1	7600	52440798	terpene	NA
1815501864	11195887	7405	Ga0338015_392	1	7405	52515597	terpene	NA
1819874273	11217689	17157	Ga0268411_1001	1	17157	52619748	terpene	NA
1821667994	11225936	1354	Ga0441381_100	1	1354	52659191	rre-containing	NA
1824518781	11239712	19865	Ga0481331_10	196380	216244	52725022	terpene	NA
1824519521	11239715	21224	Ga0481331_10	548967	570190	52725034	terpene	NA
1827973768	11256096	16026	Ga0336789_283	1	16026	52803576	"[""t1pks"", ""nrps""]"	NA
1828245364	11257465	8752	Ga0444002_076	1	8752	52810132	lanthipeptide-class-ii	NA
1829111121	11261484	33584	Ga0443691_0105	1	33584	52829386	nrps	NA
1832955714	11279657	2004	NZ_ACSK01000996	1	2004	52915858	cyanobactin	NA
1946613551	12044231	14213	JADBSQ010000392.1	1	14213	56566758	lanthipeptide-class-v	NA
1838385290	11318228	2868	JAGWYU010000192.1	1	2868	53099451	terpene	NA
1838425683	11318527	27629	JAGWYQ010000030.1	1	27629	53100863	nrps	NA
1841414458	11339816	10635	VGPR01000003.1	1	10635	53202401	t1pks	NA
1868343159	11523929	20821	JAFLQW010000408.1	10796	31616	54082762	terpene	NA
1902854156	11756820	22715	JAHHII010000006.1	88375	111089	55199846	"[""rre-containing"", ""lassopeptide""]"	NA
1902942828	11757434	25140	JAHHIF010000052.1	1	25140	55202804	nrps	NA
1903642687	11762283	52397	JAHHHS010000024.1	33063	85459	55225977	"[""hgle-ks"", ""t1pks""]"	NA
1904197154	11765901	42415	JAHHHF010000086.1	42733	85147	55243300	lanthipeptide-class-v	NA
1904931879	11770738	20930	JAHHGT010000007.1	20312	41241	55266478	terpene	NA
1915582596	11839781	20270	JADBWH010000007.1	46109	66378	55595581	terpene	NA
1935961596	11973712	15905	JAIEMQ010000053.1	1	15905	56231689	ranthipeptide	NA
1959810838	12133263	38603	JAJPJF010000149.1	19162	57764	56992656	"[""lanthipeptide-class-v"", ""spliceotide"", ""rre-containing""]"	NA
1980667502	12279828	20906	JAGQAZ010000002.1	42660	63565	57682633	terpene	NA
1981370484	12284483	41098	JAGQCE010000008.1	219	41316	57704760	t3pks	NA
2044329887	12703889	18215	JAQMSS010000146.1	1	18215	59697024	mycosporine-like	NA
2044396620	12704320	51958	JAQMSW010000298.1	15635	67592	59699125	"[""nrps"", ""microviridin""]"	NA
2044697667	12706193	43896	JAQMUF010000287.1	8066	51961	59708173	"[""t1pks"", ""nrp-metallophore"", ""nrps""]"	NA
2044989327	12708016	33022	JAQMUC010000094.1	12052	45073	59716990	nrps-like	NA
2056745417	12783237	4550	JAKOGU010000338.1	1	4550	60077207	lanthipeptide-class-v	NA
2057660923	12788749	5211	JANYJC010000204.1	1	5211	60103277	t1pks	NA
2062744219	12821007	22680	JAPWJO010000183.1	1	22680	60256564	t1pks	NA
2062744937	12821016	6055	JAPWJO010000708.1	1	6055	60256608	terpene	NA
2063099812	12823347	34132	JAPWJG010000592.1	1	34132	60267535	"[""nrps"", ""t1pks""]"	NA
2063224680	12824127	2799	JAPWJB010000377.1	1	2799	60271222	terpene	NA
2101213936	13063575	1887	JAPZQJ010000581.1	1	1887	61398396	nrps-like	NA
2150100011	13120819	18819	QCPB01000015.1	1	18819	61651542	terpene	NA
2150155504	13121167	21212	JAOOJX010000001.1	2851	24062	61652863	terpene	NA
2150164365	13121221	20909	QCTR01000003.1	4214	25122	61653071	terpene	NA
2150184822	13121348	20909	QCTZ01000007.1	27128	48036	61653550	terpene	NA
2150287791	13121980	3373	CAMCHS010000212.1	1	3373	61655970	terpene	NA
2150461398	13123073	15877	QCKF01000016.1	1	15877	61660099	terpene	NA
5637094	24208	17465	NZ_CP040361.1	65156	82620	116197	nrps-independent-siderophore	NA
12930731	56931	10879	NC_009925.1	811552	822430	272616	ripp-like	NA
12930886	56934	41164	NC_009925.1	1026869	1068032	272625	ladderane	NA
12931469	56937	26309	NC_009925.1	1902080	1928388	272639	lassopeptide	NA
12931916	56939	41131	NC_009925.1	2866947	2908077	272650	resorcinol	NA
12932978	56943	19134	NC_009925.1	3717059	3736192	272671	terpene	NA
12933348	56947	19007	NC_009925.1	4851712	4870718	272690	terpene	NA
12933396	56947	16961	NC_009925.1	4876712	4893672	272690	terpene	NA
12934491	56954	21236	NC_009925.1	6154561	6175796	272720	terpene	NA
13059238	57621	51740	NC_010628.1	42449	94188	275881	"[""hgle-ks"", ""t1pks""]"	NA
13060467	57627	50119	NC_010628.1	1541129	1591247	275912	"[""t1pks"", ""hgle-ks""]"	NA
13061801	57636	59909	NC_010628.1	2504882	2564790	275956	"[""t1pks"", ""nrps-like""]"	NA
13062732	57638	85864	NC_010628.1	2637229	2723092	275966	"[""t1pks"", ""nrps"", ""microviridin""]"	NA
13063387	57639	59927	NC_010628.1	3036926	3096852	275971	"[""nrps"", ""betalactone""]"	NA
13064240	57642	41038	NC_010628.1	3338324	3379361	275984	lanthipeptide-class-v	NA
13065188	57647	36288	NC_010628.1	3409105	3445392	276001	terpene	NA
13066056	57649	41317	NC_010628.1	3491163	3532479	276014	lanthipeptide-class-v	NA
13067101	57655	16314	NC_010628.1	3598321	3614634	276041	terpene	NA
13067633	57659	96987	NC_010628.1	3702419	3799405	276057	"[""nrps"", ""t1pks""]"	NA
13070813	57671	92829	NC_010628.1	3881815	3974643	276113	"[""t1pks"", ""nrps""]"	NA
13071771	57671	51008	NC_010628.1	3981275	4032282	276113	"[""lanthipeptide-class-ii"", ""proteusin"", ""napaa""]"	NA
13074276	57679	22190	NC_010628.1	4109481	4131670	276160	lanthipeptide-class-ii	NA
13074885	57681	182827	NC_010628.1	4167587	4350413	276170	"[""t1pks"", ""transat-pks-like"", ""lanthipeptide-class-v"", ""rre-containing"", ""spliceotide"", ""nrp-metallophore"", ""nrps""]"	NA
13078719	57696	19868	NC_010628.1	4829497	4849364	276237	terpene	NA
13080273	57706	23306	NC_010628.1	6241419	6264724	276288	lanthipeptide-class-ii	NA
13080758	57709	39347	NC_010628.1	6771973	6811319	276301	nrps-like	NA
13081600	57711	43580	NC_010628.1	6890776	6934355	276314	mycosporine-like	NA
13082376	57716	21917	NC_010628.1	7714881	7736797	276336	terpene	NA
13082754	57719	42641	NC_010628.1	7804866	7847506	276350	nrps-like	NA
13083411	57722	56269	NC_010628.1	8130738	8187006	276367	"[""nrps"", ""t1pks"", ""nrps-like""]"	NA
1942960645	12019957	8237	JADBVP010000353.1	1	8237	56451100	t1pks	NA
1945985303	12040083	26642	JADBTK010000138.1	23191	49832	56546912	betalactone	NA
50418817	224324	19527	NZ_CP047948.1	1741620	1761146	1075073	terpene	NA
50421438	224339	25041	NZ_CP047948.1	2042173	2067213	1075137	crocagin	NA
50425220	224356	20909	NZ_CP047948.1	2259402	2280310	1075225	terpene	NA
1946392415	12042767	26642	JADBSW010000219.1	17660	44301	56559798	betalactone	NA
1946670353	12044602	9566	JADBSS010000030.1	1	9566	56568513	t3pks	NA
1951734598	12078169	21825	PJIZ01000120.1	1	21825	56728949	lanthipeptide-class-v	NA
1944421996	12029732	11769	JADBUR010000287.1	1	11769	56497559	cyanobactin	NA
194533932	1033310	41095	NZ_CH724168.1	196326	237420	4910582	t3pks	NA
194534294	1033311	19526	NZ_CH724168.1	782402	801927	4910587	terpene	NA
194534775	1033314	20909	NZ_CH724168.1	2023480	2044388	4910601	terpene	NA
195773188	1040670	37296	NZ_ACYA01000056.1	147523	184818	4945104	lanthipeptide-class-v	NA
201730010	1075616	66969	NZ_HE973165.1	76256	143224	5110659	"[""nrps"", ""microviridin""]"	NA
202035238	1077309	22253	NZ_AJLJ01000065.1	21896	44148	5118775	terpene	NA
202037049	1077322	37861	NZ_AJLJ01000210.1	28018	65878	5118839	"[""hgle-ks"", ""t1pks""]"	NA
206964996	1104634	30825	NZ_ASZQ01000274.1	10419	41243	5248825	"[""t1pks"", ""nrps-like""]"	NA
247721991	1303746	46768	NZ_MBQY01000048.1	11611	58378	6208581	hgle-ks	NA
284793303	1504356	69115	NZ_RSCL01000015.1	94874	163988	7169540	"[""phosphonate"", ""t1pks"", ""nrps""]"	NA
284808092	1504431	35092	NZ_RSCL01000032.1	57870	92961	7169896	nrps-like	NA
284824142	1504513	13188	NZ_RSCL01000072.1	1	13188	7170276	nrps	NA
291696851	1535903	19464	NZ_BJCE01000098.1	1	19464	7321826	mycosporine-like	NA
387929710	2020120	21771	NZ_AWNH01000066.1	46649	68419	9633093	lassopeptide	NA
412655419	2132704	13562	NZ_JNBC01000022.1	1	13562	10172357	terpene	NA
417637480	2158407	32915	NZ_LMVE01000106.1	148841	181755	10294691	lanthipeptide-class-v	NA
422469408	2184258	44122	NZ_LZQD01000009.1	112278	156399	10417470	nrps	NA
422475387	2184287	21911	NZ_LZQD01000009.1	180680	202590	10417623	terpene	NA
426383919	2203425	12014	NZ_LGSU01001395.1	1	12014	10508892	nrps	NA
427125631	2207253	15895	NZ_LAHJ01000073.1	1	15895	10527229	microviridin	NA
427821304	2210715	20933	NZ_NJHT01000006.1	51308	72240	10543792	terpene	NA
428369475	2213771	4841	NZ_PTJN01000137.1	1	4841	10558230	nrps-like	NA
